"","Year","Survey","Leg","Site","Sex","CW","Chela.Ht","Recruit.Status","Shell.Condition","Leg.Condition","Bitter","Blackmat","Latitude","Longitude","Jul.Day","Depth","Temp","mat_stat"
"5944",2009,"Tanner",2,"Thomas_Bay","1",134,29,"Pre_Recruit","4","1","0","0",57.0089,-132.8747333,296,66,6.59130923381314,"2"
"5945",2009,"Tanner",2,"Thomas_Bay","1",150,35,"Post_Recruit","4","0","0","0",57.0089,-132.8747333,296,66,6.59130923381314,"2"
"5946",2009,"Tanner",2,"Thomas_Bay","1",137,33,"Pre_Recruit","4","0","0","0",57.0089,-132.8747333,296,66,6.59130923381314,"2"
"5947",2009,"Tanner",2,"Thomas_Bay","1",147,34,"Post_Recruit","4","0","0","0",57.0089,-132.8747333,296,66,6.59130923381314,"2"
"5948",2009,"Tanner",2,"Thomas_Bay","1",134,31,"Pre_Recruit","4","0","0","0",57.0089,-132.8747333,296,66,6.59130923381314,"2"
"5949",2009,"Tanner",2,"Thomas_Bay","1",157,36,"Post_Recruit","4","0","0","0",57.0089,-132.8747333,296,66,6.59130923381314,"2"
"5950",2009,"Tanner",2,"Thomas_Bay","1",149,36,"Recruit","3","0","0","0",57.0089,-132.8747333,296,66,6.59130923381314,"2"
"5951",2009,"Tanner",2,"Thomas_Bay","1",137,31,"Pre_Recruit","5","0","0","0",57.0089,-132.8747333,296,66,6.59130923381314,"2"
"5966",2009,"Tanner",2,"Thomas_Bay","1",104,20,"Juvenile","4","1","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5967",2009,"Tanner",2,"Thomas_Bay","1",131,24,"Pre_Recruit","5","1","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5968",2009,"Tanner",2,"Thomas_Bay","1",127,25,"Pre_Recruit","4","0","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5969",2009,"Tanner",2,"Thomas_Bay","1",127,24,"Pre_Recruit","3","0","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5970",2009,"Tanner",2,"Thomas_Bay","1",128,24,"Pre_Recruit","3","0","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5971",2009,"Tanner",2,"Thomas_Bay","1",110,20,"Pre_Recruit","5","0","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5972",2009,"Tanner",2,"Thomas_Bay","1",136,33,"Pre_Recruit","3","0","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5973",2009,"Tanner",2,"Thomas_Bay","1",121,24,"Pre_Recruit","3","0","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5974",2009,"Tanner",2,"Thomas_Bay","1",123,23,"Pre_Recruit","4","0","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5975",2009,"Tanner",2,"Thomas_Bay","1",141,33,"Post_Recruit","5","0","0","0",57.0153,-132.8821333,296,38,6.59130923381314,"2"
"5990",2009,"Tanner",2,"Thomas_Bay","1",97,14,"Juvenile","3","0","0","0",57.0122,-132.8861333,296,33,6.59130923381314,"1"
"5991",2009,"Tanner",2,"Thomas_Bay","1",102,14,"Juvenile","3","0","0","0",57.0122,-132.8861333,296,33,6.59130923381314,"1"
"5992",2009,"Tanner",2,"Thomas_Bay","1",87,12,"Juvenile","3","0","0","0",57.0122,-132.8861333,296,33,6.59130923381314,"1"
"5993",2009,"Tanner",2,"Thomas_Bay","1",102,15,"Juvenile","3","0","0","0",57.0122,-132.8861333,296,33,6.59130923381314,"1"
"5995",2009,"Tanner",2,"Thomas_Bay","1",134,29,"Pre_Recruit","5","0","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"5996",2009,"Tanner",2,"Thomas_Bay","1",137,30,"Pre_Recruit","5","1","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"5997",2009,"Tanner",2,"Thomas_Bay","1",115,24,"Pre_Recruit","4","1","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"5999",2009,"Tanner",2,"Thomas_Bay","1",137,31,"Pre_Recruit","5","1","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"6000",2009,"Tanner",2,"Thomas_Bay","1",134,29,"Pre_Recruit","5","0","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"6001",2009,"Tanner",2,"Thomas_Bay","1",134,28,"Pre_Recruit","5","0","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"6002",2009,"Tanner",2,"Thomas_Bay","1",124,27,"Pre_Recruit","4","1","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"6003",2009,"Tanner",2,"Thomas_Bay","1",130,29,"Pre_Recruit","5","1","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"6006",2009,"Tanner",2,"Thomas_Bay","1",139,28,"Recruit","2","1","0","0",56.00218333,-132.9019667,296,58,6.59130923381314,"2"
"6009",2009,"Tanner",2,"Thomas_Bay","1",115,17,"Pre_Recruit","3","0","0","0",56.99796667,-132.9385833,296,24,6.59130923381314,"1"
"6010",2009,"Tanner",2,"Thomas_Bay","1",104,15,"Juvenile","3","0","0","0",56.99796667,-132.9385833,296,24,6.59130923381314,"1"
"6011",2009,"Tanner",2,"Thomas_Bay","1",117,20,"Pre_Recruit","3","0","0","0",56.99796667,-132.9385833,296,24,6.59130923381314,"2"
"6013",2009,"Tanner",2,"Thomas_Bay","1",94,13,"Juvenile","3","0","0","0",56.99796667,-132.9385833,296,24,6.59130923381314,"1"
"6014",2009,"Tanner",2,"Thomas_Bay","1",97,15,"Juvenile","3","1","0","0",56.99796667,-132.9385833,296,24,6.59130923381314,"1"
"6015",2009,"Tanner",2,"Thomas_Bay","1",108,14,"Juvenile","3","0","0","0",56.99796667,-132.9385833,296,24,6.59130923381314,"1"
"6016",2009,"Tanner",2,"Thomas_Bay","1",92,12,"Juvenile","3","0","0","0",56.99796667,-132.9385833,296,24,6.59130923381314,"1"
"6018",2009,"Tanner",2,"Thomas_Bay","1",147,34,"Recruit","3","0","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6019",2009,"Tanner",2,"Thomas_Bay","1",160,39,"Recruit","3","0","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6020",2009,"Tanner",2,"Thomas_Bay","1",131,30,"Pre_Recruit","5","0","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6021",2009,"Tanner",2,"Thomas_Bay","1",144,38,"Recruit","3","1","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6022",2009,"Tanner",2,"Thomas_Bay","1",124,19,"Pre_Recruit","3","0","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"1"
"6023",2009,"Tanner",2,"Thomas_Bay","1",133,29,"Pre_Recruit","3","1","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6024",2009,"Tanner",2,"Thomas_Bay","1",123,24,"Pre_Recruit","4","0","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6025",2009,"Tanner",2,"Thomas_Bay","1",124,25,"Pre_Recruit","3","0","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6026",2009,"Tanner",2,"Thomas_Bay","1",131,32,"Pre_Recruit","4","0","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6027",2009,"Tanner",2,"Thomas_Bay","1",130,28,"Pre_Recruit","4","1","0","0",57.00055,-132.9342333,296,46,6.59130923381314,"2"
"6045",2009,"Tanner",2,"Thomas_Bay","1",90,12,"Juvenile","3","0","0","0",57.0042,-132.9277,296,49,6.59130923381314,"1"
"6046",2009,"Tanner",2,"Thomas_Bay","1",81,11,"Juvenile","3","0","0","0",57.0042,-132.9277,296,49,6.59130923381314,"1"
"6047",2009,"Tanner",2,"Thomas_Bay","1",103,14,"Juvenile","3","1","0","0",57.0042,-132.9277,296,49,6.59130923381314,"1"
"6048",2009,"Tanner",2,"Thomas_Bay","1",97,14,"Juvenile","3","0","0","0",57.0042,-132.9277,296,49,6.59130923381314,"1"
"6049",2009,"Tanner",2,"Thomas_Bay","1",121,21,"Pre_Recruit","3","0","0","0",57.0042,-132.9277,296,49,6.59130923381314,"2"
"6050",2009,"Tanner",2,"Thomas_Bay","1",121,17,"Pre_Recruit","3","0","0","0",57.0042,-132.9277,296,49,6.59130923381314,"1"
"6051",2009,"Tanner",2,"Thomas_Bay","1",138,32,"Post_Recruit","5","0","0","0",57.0042,-132.9277,296,49,6.59130923381314,"2"
"6052",2009,"Tanner",2,"Thomas_Bay","1",119,17,"Pre_Recruit","3","0","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6053",2009,"Tanner",2,"Thomas_Bay","1",78,10,"Juvenile","3","0","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6054",2009,"Tanner",2,"Thomas_Bay","1",92,11,"Juvenile","3","0","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6055",2009,"Tanner",2,"Thomas_Bay","1",94,13,"Juvenile","3","0","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6056",2009,"Tanner",2,"Thomas_Bay","1",87,12,"Juvenile","3","0","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6057",2009,"Tanner",2,"Thomas_Bay","1",93,13,"Juvenile","3","1","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6058",2009,"Tanner",2,"Thomas_Bay","1",78,9,"Juvenile","3","0","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6059",2009,"Tanner",2,"Thomas_Bay","1",73,9,"Juvenile","2","1","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6060",2009,"Tanner",2,"Thomas_Bay","1",103,14,"Juvenile","3","1","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6061",2009,"Tanner",2,"Thomas_Bay","1",83,11,"Juvenile","3","0","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6062",2009,"Tanner",2,"Thomas_Bay","1",100,19,"Juvenile","5","1","0","0",57.007,-132.9277,296,44,6.59130923381314,"2"
"6063",2009,"Tanner",2,"Thomas_Bay","1",73,9,"Juvenile","3","0","0","0",57.007,-132.9277,296,44,6.59130923381314,"1"
"6064",2009,"Tanner",2,"Thomas_Bay","1",137,32,"Pre_Recruit","4","0","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6065",2009,"Tanner",2,"Thomas_Bay","1",161,37,"Recruit","3","0","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6066",2009,"Tanner",2,"Thomas_Bay","1",153,34,"Recruit","3","0","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6067",2009,"Tanner",2,"Thomas_Bay","1",128,29,"Pre_Recruit","5","0","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6068",2009,"Tanner",2,"Thomas_Bay","1",149,34,"Recruit","3","1","1","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6070",2009,"Tanner",2,"Thomas_Bay","1",129,20,"Pre_Recruit","3","1","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"1"
"6071",2009,"Tanner",2,"Thomas_Bay","1",137,30,"Pre_Recruit","4","0","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6072",2009,"Tanner",2,"Thomas_Bay","1",153,35,"Post_Recruit","4","0","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6073",2009,"Tanner",2,"Thomas_Bay","1",127,26,"Pre_Recruit","4","1","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6074",2009,"Tanner",2,"Thomas_Bay","1",163,40,"Recruit","3","0","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6075",2009,"Tanner",2,"Thomas_Bay","1",128,28,"Pre_Recruit","4","0","0","0",57.0283,-132.9395833,296,33,6.59130923381314,"2"
"6098",2009,"Tanner",2,"Thomas_Bay","1",150,34,"Post_Recruit","4","0","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6099",2009,"Tanner",2,"Thomas_Bay","1",178,34,"Post_Recruit","3","0","1","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6100",2009,"Tanner",2,"Thomas_Bay","1",117,22,"Pre_Recruit","4","0","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6101",2009,"Tanner",2,"Thomas_Bay","1",134,29,"Pre_Recruit","4","0","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6102",2009,"Tanner",2,"Thomas_Bay","1",164,40,"Post_Recruit","5","1","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6103",2009,"Tanner",2,"Thomas_Bay","1",130,29,"Pre_Recruit","4","1","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6104",2009,"Tanner",2,"Thomas_Bay","1",125,24,"Pre_Recruit","5","0","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6105",2009,"Tanner",2,"Thomas_Bay","1",145,33,"Post_Recruit","4","0","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6106",2009,"Tanner",2,"Thomas_Bay","1",137,32,"Pre_Recruit","4","1","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"2"
"6107",2009,"Tanner",2,"Thomas_Bay","1",78,10,"Juvenile","3","0","0","0",57.01535,-132.8925167,296,47,6.59130923381314,"1"
"6123",2009,"Tanner",2,"Thomas_Bay","1",125,29,"Pre_Recruit","5","1","0","0",57.0165,-132.88935,296,46,6.59130923381314,"2"
"6124",2009,"Tanner",2,"Thomas_Bay","1",100,16,"Juvenile","4","0","0","0",57.0165,-132.88935,296,46,6.59130923381314,"1"
"6125",2009,"Tanner",2,"Thomas_Bay","1",134,21,"Pre_Recruit","4","0","0","0",57.0165,-132.88935,296,46,6.59130923381314,"1"
"6126",2009,"Tanner",2,"Thomas_Bay","1",127,28,"Pre_Recruit","4","0","0","0",57.0165,-132.88935,296,46,6.59130923381314,"2"
"6127",2009,"Tanner",2,"Thomas_Bay","1",120,25,"Pre_Recruit","5","0","0","0",57.0165,-132.88935,296,46,6.59130923381314,"2"
"6128",2009,"Tanner",2,"Thomas_Bay","1",136,28,"Pre_Recruit","5","1","0","0",57.0165,-132.88935,296,46,6.59130923381314,"2"
"6129",2009,"Tanner",2,"Thomas_Bay","1",133,29,"Pre_Recruit","4","0","0","0",57.0165,-132.88935,296,46,6.59130923381314,"2"
"6130",2009,"Tanner",2,"Thomas_Bay","1",129,30,"Pre_Recruit","5","1","0","0",57.0165,-132.88935,296,46,6.59130923381314,"2"
"6131",2009,"Tanner",2,"Thomas_Bay","1",73,9,"Juvenile","3","0","0","0",57.0165,-132.88935,296,46,6.59130923381314,"1"
"6133",2009,"Tanner",2,"Thomas_Bay","1",134,32,"Pre_Recruit","5","1","0","0",57.0165,-132.88935,296,46,6.59130923381314,"2"
"6138",2009,"Tanner",2,"Thomas_Bay","1",119,25,"Pre_Recruit","5","1","0","0",57.01833333,-132.8892,296,49,6.59130923381314,"2"
"6139",2009,"Tanner",2,"Thomas_Bay","1",150,29,"Recruit","3","0","1","0",57.01833333,-132.8892,296,49,6.59130923381314,"2"
"6141",2009,"Tanner",2,"Thomas_Bay","1",108,20,"Juvenile","4","1","0","0",57.01833333,-132.8892,296,49,6.59130923381314,"2"
"6145",2009,"Tanner",2,"Thomas_Bay","1",144,34,"Post_Recruit","4","1","0","0",57.01833333,-132.8892,296,49,6.59130923381314,"2"
"6153",2009,"Tanner",2,"Thomas_Bay","1",175,47,"Post_Recruit","4","0","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"2"
"6155",2009,"Tanner",2,"Thomas_Bay","1",146,34,"Recruit","3","1","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"2"
"6156",2009,"Tanner",2,"Thomas_Bay","1",107,26,"Juvenile","3","0","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"2"
"6160",2009,"Tanner",2,"Thomas_Bay","1",117,18,"Pre_Recruit","3","1","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"1"
"6162",2009,"Tanner",2,"Thomas_Bay","1",120,22,"Pre_Recruit","4","1","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"2"
"6163",2009,"Tanner",2,"Thomas_Bay","1",118,20,"Pre_Recruit","4","1","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"1"
"6165",2009,"Tanner",2,"Thomas_Bay","1",109,22,"Juvenile","4","0","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"2"
"6167",2009,"Tanner",2,"Thomas_Bay","1",145,32,"Post_Recruit","4","1","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"2"
"6171",2009,"Tanner",2,"Thomas_Bay","1",118,27,"Pre_Recruit","4","0","0","0",57.02181667,-132.89565,296,43,6.59130923381314,"2"
"6174",2009,"Tanner",2,"Thomas_Bay","1",105,21,"Juvenile","4","0","0","0",57.02095,-132.8848167,296,55,6.59130923381314,"2"
"6177",2009,"Tanner",2,"Thomas_Bay","1",156,36,"Post_Recruit","4","1","0","0",57.02095,-132.8848167,296,55,6.59130923381314,"2"
"6179",2009,"Tanner",2,"Thomas_Bay","1",127,23,"Pre_Recruit","5","0","0","0",57.0427,-132.9690333,297,54,6.59130923381314,"2"
"6180",2009,"Tanner",2,"Thomas_Bay","1",145,35,"Post_Recruit","4","1","0","0",57.0427,-132.9690333,297,54,6.59130923381314,"2"
"6181",2009,"Tanner",2,"Thomas_Bay","1",143,28,"Post_Recruit","4","1","0","0",57.0427,-132.9690333,297,54,6.59130923381314,"2"
"6182",2009,"Tanner",2,"Thomas_Bay","1",114,23,"Pre_Recruit","5","1","0","0",57.0427,-132.9690333,297,54,6.59130923381314,"2"
"6183",2009,"Tanner",2,"Thomas_Bay","1",133,28,"Pre_Recruit","5","1","0","0",57.0427,-132.9690333,297,54,6.59130923381314,"2"
"6184",2009,"Tanner",2,"Thomas_Bay","1",139,23,"Recruit","3","0","0","0",57.0427,-132.9690333,297,54,6.59130923381314,"1"
"6189",2009,"Tanner",2,"Thomas_Bay","1",140,32,"Post_Recruit","4","1","0","0",57.0427,-132.9690333,297,54,6.59130923381314,"2"
"6196",2009,"Tanner",2,"Thomas_Bay","1",166,39,"Post_Recruit","4","1","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"2"
"6200",2009,"Tanner",2,"Thomas_Bay","1",143,35,"Post_Recruit","4","1","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"2"
"6203",2009,"Tanner",2,"Thomas_Bay","1",102,15,"Juvenile","3","1","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"1"
"6206",2009,"Tanner",2,"Thomas_Bay","1",113,18,"Pre_Recruit","4","0","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"1"
"6208",2009,"Tanner",2,"Thomas_Bay","1",149,12,"Recruit","3","0","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"1"
"6209",2009,"Tanner",2,"Thomas_Bay","1",148,35,"Post_Recruit","4","1","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"2"
"6211",2009,"Tanner",2,"Thomas_Bay","1",113,11,"Pre_Recruit","3","1","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"1"
"6214",2009,"Tanner",2,"Thomas_Bay","1",115,14,"Pre_Recruit","3","0","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"1"
"6216",2009,"Tanner",2,"Thomas_Bay","1",150,32,"Post_Recruit","5","0","0","0",57.04508333,-132.9698167,297,59,6.59130923381314,"2"
"6218",2009,"Tanner",2,"Thomas_Bay","1",160,39,"Post_Recruit","4","1","0","0",57.04041667,-132.9463833,297,22,6.59130923381314,"2"
"6227",2009,"Tanner",2,"Thomas_Bay","1",163,38,"Recruit","3","0","0","0",57.03453333,-132.9463833,297,55,6.59130923381314,"2"
"6228",2009,"Tanner",2,"Thomas_Bay","1",153,36,"Recruit","3","1","0","0",57.03453333,-132.9463833,297,55,6.59130923381314,"2"
"6229",2009,"Tanner",2,"Thomas_Bay","1",168,40,"Post_Recruit","4","0","0","0",57.03453333,-132.9463833,297,55,6.59130923381314,"2"
"6230",2009,"Tanner",2,"Thomas_Bay","1",113,21,"Pre_Recruit","3","1","0","0",57.03453333,-132.9463833,297,55,6.59130923381314,"2"
"6234",2009,"Tanner",2,"Thomas_Bay","1",161,33,"Recruit","3","0","0","0",57.03453333,-132.9463833,297,55,6.59130923381314,"2"
"6238",2009,"Tanner",2,"Thomas_Bay","1",155,30,"Post_Recruit","4","0","0","0",57.03811667,-132.9547,297,61,6.59130923381314,"2"
"6239",2009,"Tanner",2,"Thomas_Bay","1",171,40,"Post_Recruit","3","0","0","0",57.03811667,-132.9547,297,61,6.59130923381314,"2"
"6240",2009,"Tanner",2,"Thomas_Bay","1",161,33,"Post_Recruit","4","0","0","0",57.03811667,-132.9547,297,61,6.59130923381314,"2"
"6243",2009,"Tanner",2,"Thomas_Bay","1",106,34,"Juvenile","5","1","0","0",57.03811667,-132.9547,297,61,6.59130923381314,"2"
"6246",2009,"Tanner",2,"Thomas_Bay","1",164,36,"Recruit","3","0","0","0",57.03811667,-132.9547,297,61,6.59130923381314,"2"
"6248",2009,"Tanner",2,"Thomas_Bay","1",114,22,"Pre_Recruit","4","0","0","0",57.03766667,-132.9585333,297,61,6.59130923381314,"2"
"6249",2009,"Tanner",2,"Thomas_Bay","1",158,36,"Recruit","3","0","0","0",57.03766667,-132.9585333,297,61,6.59130923381314,"2"
"6251",2009,"Tanner",2,"Thomas_Bay","1",150,37,"Post_Recruit","4","1","0","0",57.03766667,-132.9585333,297,61,6.59130923381314,"2"
"6253",2009,"Tanner",2,"Thomas_Bay","1",147,34,"Post_Recruit","4","0","0","0",57.03766667,-132.9585333,297,61,6.59130923381314,"2"
"6254",2009,"Tanner",2,"Thomas_Bay","1",153,35,"Post_Recruit","5","1","0","0",57.03766667,-132.9585333,297,61,6.59130923381314,"2"
"6261",2009,"Tanner",2,"Thomas_Bay","1",111,11,"Pre_Recruit","3","0","0","0",57.03766667,-132.9585333,297,61,6.59130923381314,"1"
"6269",2009,"Tanner",2,"Thomas_Bay","1",147,33,"Post_Recruit","4","1","0","0",57.03061667,-132.9557167,297,54,6.59130923381314,"2"
"6270",2009,"Tanner",2,"Thomas_Bay","1",154,29,"Recruit","3","0","1","0",57.03061667,-132.9557167,297,54,6.59130923381314,"2"
"6272",2009,"Tanner",2,"Thomas_Bay","1",151,33,"Post_Recruit","4","1","0","0",57.03061667,-132.9557167,297,54,6.59130923381314,"2"
"6273",2009,"Tanner",2,"Thomas_Bay","1",117,16,"Pre_Recruit","3","1","0","0",57.03061667,-132.9557167,297,54,6.59130923381314,"1"
"6277",2009,"Tanner",2,"Thomas_Bay","1",163,41,"Recruit","3","1","0","0",57.03061667,-132.9557167,297,54,6.59130923381314,"2"
"6285",2009,"Tanner",2,"Thomas_Bay","1",119,15,"Pre_Recruit","3","0","0","0",57.03061667,-132.9557167,297,54,6.59130923381314,"1"
"6290",2009,"Tanner",2,"Thomas_Bay","1",117,17,"Pre_Recruit","3","0","0","0",57.03061667,-132.9557167,297,54,6.59130923381314,"1"
"6294",2009,"Tanner",2,"Thomas_Bay","1",157,36,"Post_Recruit","4","0","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6295",2009,"Tanner",2,"Thomas_Bay","1",152,36,"Post_Recruit","4","0","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6298",2009,"Tanner",2,"Thomas_Bay","1",163,36,"Post_Recruit","4","0","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6299",2009,"Tanner",2,"Thomas_Bay","1",158,38,"Recruit","3","1","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6300",2009,"Tanner",2,"Thomas_Bay","1",157,38,"Post_Recruit","4","0","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6302",2009,"Tanner",2,"Thomas_Bay","1",162,41,"Post_Recruit","4","1","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6303",2009,"Tanner",2,"Thomas_Bay","1",152,33,"Recruit","3","0","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6306",2009,"Tanner",2,"Thomas_Bay","1",147,27,"Recruit","3","1","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6313",2009,"Tanner",2,"Thomas_Bay","1",143,30,"Recruit","3","1","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6314",2009,"Tanner",2,"Thomas_Bay","1",159,37,"Post_Recruit","4","0","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6315",2009,"Tanner",2,"Thomas_Bay","1",142,27,"Post_Recruit","4","1","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6317",2009,"Tanner",2,"Thomas_Bay","1",165,37,"Recruit","3","0","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6318",2009,"Tanner",2,"Thomas_Bay","1",145,28,"Post_Recruit","4","0","0","0",57.02831667,-132.9548,297,35,6.59130923381314,"2"
"6323",2008,"RKC",1,"Barlow_Cove","1",127,26,"Pre_Recruit","4","0","0","0",58.33688333,-134.8897833,160,39,4.47844515931373,"2"
"6325",2008,"RKC",1,"Barlow_Cove","1",140,29,"Post_Recruit","4","1","0","0",58.33688333,-134.8897833,160,39,4.47844515931373,"2"
"6329",2008,"RKC",1,"Barlow_Cove","1",107,18,"Juvenile","4","1","0","1",58.33688333,-134.8897833,160,39,4.47844515931373,"2"
"6330",2008,"RKC",1,"Barlow_Cove","1",155,34,"Recruit","3","1","0","0",58.34025,-134.8859667,160,57,4.47844515931373,"2"
"6331",2008,"RKC",1,"Barlow_Cove","1",164,39,"Post_Recruit","4","0","0","0",58.34025,-134.8859667,160,57,4.47844515931373,"2"
"6336",2008,"RKC",1,"Barlow_Cove","1",122,24,"Pre_Recruit","3","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6338",2008,"RKC",1,"Barlow_Cove","1",125,26,"Pre_Recruit","4","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6339",2008,"RKC",1,"Barlow_Cove","1",137,29,"Pre_Recruit","3","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6340",2008,"RKC",1,"Barlow_Cove","1",108,20,"Juvenile","4","1","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6341",2008,"RKC",1,"Barlow_Cove","1",111,20,"Pre_Recruit","3","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6342",2008,"RKC",1,"Barlow_Cove","1",146,28,"Post_Recruit","4","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6343",2008,"RKC",1,"Barlow_Cove","1",132,27,"Pre_Recruit","3","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6344",2008,"RKC",1,"Barlow_Cove","1",123,19,"Pre_Recruit","3","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"1"
"6345",2008,"RKC",1,"Barlow_Cove","1",134,27,"Pre_Recruit","3","1","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6346",2008,"RKC",1,"Barlow_Cove","1",139,30,"Post_Recruit","4","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6347",2008,"RKC",1,"Barlow_Cove","1",133,26,"Pre_Recruit","3","1","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
"6348",2008,"RKC",1,"Barlow_Cove","1",154,37,"Recruit","3","0","0","0",58.34281667,-134.8904333,160,58,4.47844515931373,"2"
