Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
29.46159	14.49878	0.8359
29.46418	14.49498	0.8359
29.46536	14.49187	0.8268
29.46659	14.48940	0.8300
29.46635	14.48693	0.8269
29.46525	14.48535	0.8269
29.46628	14.48345	0.8270
29.46704	14.48206	0.8361
29.46576	14.48174	0.8331
29.46514	14.48022	0.8362
29.46410	14.47719	0.8423
29.46533	14.47440	0.8363
29.46446	14.47275	0.8333
29.46214	14.47225	0.8333
29.46230	14.47041	0.8303
29.46312	14.46731	0.8334
29.46425	14.46389	0.8364
29.46532	14.46086	0.8364
29.46572	14.45839	0.8335
29.46592	14.45573	0.8304
29.46655	14.45289	0.8304
29.46750	14.45017	0.8304
29.46852	14.44789	0.8335
29.46833	14.44574	0.8305
29.46839	14.44371	0.8366
29.46821	14.44194	0.8275
29.46842	14.44011	0.8336
29.46641	14.43834	0.8307
29.46663	14.43613	0.8277
29.46752	14.43410	0.8247
29.46798	14.43233	0.8307
29.46792	14.43164	0.8307
29.46796	14.43157	0.8368
29.46870	14.43176	0.8369
29.46809	14.43094	0.8430
29.46881	14.42999	0.8430
29.46658	14.42936	0.8340
29.46635	14.42867	0.8340
29.46655	14.42747	0.8309
29.46694	14.42696	0.8310
29.46757	14.42690	0.8310
29.46777	14.42664	0.8280
29.46679	14.42677	0.8311
29.46587	14.42797	0.8312
29.46262	14.43063	0.8311
29.45824	14.43322	0.8311
29.45615	14.43480	0.8373
29.45261	14.43543	0.8312
29.45065	14.43568	0.8282
29.44932	14.43581	0.8253
29.44751	14.43657	0.8252
29.44507	14.43745	0.8314
29.44306	14.43809	0.8313
29.44160	14.43847	0.8314
29.44095	14.43847	0.8375
29.43967	14.43821	0.8405
29.43729	14.43777	0.8436
29.43595	14.43714	0.8406
29.43574	14.43657	0.8346
29.43525	14.43644	0.8347
29.43524	14.43606	0.8377
29.43440	14.43562	0.8377
29.43566	14.43474	0.8347
29.43824	14.43328	0.8287
29.44030	14.43157	0.8318
29.44083	14.42987	0.8288
29.44062	14.42898	0.8258
29.44021	14.42835	0.8349
29.44075	14.42803	0.8319
29.44197	14.42759	0.8319
29.44147	14.42747	0.8289
29.44049	14.42759	0.8319
29.43911	14.42778	0.8351
29.43734	14.42772	0.8321
29.43646	14.42772	0.8320
29.43684	14.42759	0.8351
29.43626	14.42759	0.8351
29.43513	14.42791	0.8322
29.43346	14.42848	0.8382
29.43121	14.42905	0.8443
29.42880	14.42942	0.8444
29.42758	14.42949	0.8323
29.42648	14.42892	0.8414
29.42602	14.42797	0.8324
29.42614	14.42696	0.8354
29.42681	14.42607	0.8384
29.43064	14.42582	0.8688
29.42546	14.42424	0.9355
29.38115	14.35989	1.0385
29.33216	14.19127	1.1536
29.38621	14.04351	1.2869
29.43951	13.93150	1.4414
29.48594	13.84645	1.5929
29.51703	13.78587	1.7686
29.53224	13.73773	1.9443
29.54536	13.69665	2.1442
29.55153	13.66118	2.3745
29.55797	13.62099	2.6047
29.57574	13.57948	2.8592
29.59347	13.54469	3.1287
29.60911	13.51473	3.3862
29.61518	13.49373	3.6558
29.62496	13.48492	3.9162
29.62636	13.48338	4.1738
29.62195	13.48486	4.4434
29.62853	13.48264	4.7130
29.63975	13.46227	4.9735
29.66146	13.42402	5.2279
29.67836	13.37096	5.4884
29.72594	13.28699	5.7429
29.77656	13.20210	6.0095
29.82049	13.10323	6.2669
29.88052	12.98457	6.5244
29.94814	12.86619	6.7697
30.01910	12.75127	7.0395
30.07310	12.65174	7.3089
30.10356	12.55771	7.5907
30.17165	12.45321	7.8391
30.22572	12.35992	8.1025
30.28041	12.27289	8.3570
30.32553	12.20436	8.6176
30.35950	12.14972	8.8720
30.38415	12.10512	9.1325
30.39875	12.06496	9.3931
30.40377	12.02679	9.6625
30.41556	11.99073	9.9140
30.42408	11.95884	10.1775
30.41657	11.92780	10.4289
30.37716	11.88235	10.6955
30.36100	11.80836	10.9681
30.40111	11.72954	11.2316
30.44480	11.66137	11.4890
30.45894	11.60940	11.7405
30.41411	11.56598	11.9919
30.40733	11.51035	12.2524
30.43946	11.44537	12.5129
30.42779	11.39185	12.7674
30.37685	11.32969	13.0340
30.37565	11.23381	13.2975
30.43127	11.12264	13.5609
30.45089	11.02619	13.8124
30.49554	10.93556	14.0819
30.53894	10.86257	14.3213
30.57101	10.80987	14.5847
30.59041	10.77308	14.8452
30.60073	10.74626	15.1087
30.60411	10.72375	15.3723
30.61614	10.70217	15.6267
30.62462	10.68454	15.8691
30.62346	10.67130	16.1356
30.62767	10.65659	16.3840
30.62500	10.64154	16.6383
30.53952	10.62114	16.8868
30.51060	10.54597	17.1474
30.57619	10.42712	17.4108
30.62972	10.32717	17.6743
30.67609	10.25055	17.9318
30.68964	10.19373	18.2104
30.63549	10.13469	18.4649
30.65334	10.03708	18.7285
30.72389	9.93054	18.9858
30.75804	9.84633	19.2463
30.80253	9.77645	19.5008
30.83814	9.72773	19.7613
30.86139	9.69636	20.0248
30.86482	9.67685	20.2822
30.85495	9.65785	20.5397
30.86726	9.63048	20.8032
30.88333	9.60595	21.0546
30.89030	9.58799	21.3121
30.88661	9.57280	21.5696
30.89615	9.55507	21.8270
30.90686	9.53928	22.0845
30.91205	9.52871	22.3420
30.90463	9.52040	22.6024
30.89163	9.50757	22.8568
30.87836	9.48461	23.1112
30.87491	9.44846	23.3656
30.89383	9.40391	23.6231
30.91329	9.36243	23.8776
30.91758	9.32701	24.1290
30.93334	9.29150	24.3955
30.94525	9.25905	24.6438
30.93357	9.22943	24.9074
30.91772	9.18957	25.1618
30.93604	9.13342	25.4162
30.95318	9.07942	25.6798
30.94913	9.02730	25.9160
30.85039	8.96238	26.1734
30.88889	8.84220	26.4249
30.95528	8.70878	26.6762
31.01983	8.60073	26.9337
31.03714	8.51950	27.1881
31.06127	8.44291	27.4364
31.10579	8.37099	27.6940
31.14550	8.31738	27.9483
31.17812	8.28304	28.1997
31.19087	8.26556	28.4662
31.19415	8.25613	28.7631
31.19451	8.24927	29.0115
31.19389	8.24091	29.2689
31.12701	8.23127	29.5263
30.93015	8.17159	29.7718
30.95808	7.99331	30.0292
31.10200	7.79149	30.2805
31.20540	7.64512	30.5471
31.27657	7.54743	30.7954
31.33091	7.48413	31.0499
31.35633	7.44740	31.3103
31.36885	7.42460	31.5678
31.37165	7.40566	31.8252
31.38896	7.38782	32.0766
31.38252	7.37723	32.3401
31.37731	7.36202	32.5915
31.39704	7.34153	32.8458
31.40828	7.32864	33.1033
31.40703	7.32189	33.3638
31.39525	7.31273	33.6151
31.40080	7.29514	33.8756
31.40454	7.27667	34.1211
31.40442	7.25659	34.3845
31.39722	7.23260	34.6298
31.41396	7.19938	34.8843
31.43441	7.16989	35.1357
31.43026	7.14840	35.3991
31.47002	7.12796	35.6475
31.47869	7.12307	35.8989
31.48846	7.12578	36.1594
31.44706	7.13307	36.4108
31.43655	7.12338	36.6621
31.43131	7.09983	36.9074
31.44896	7.06901	37.1679
31.48798	7.03977	37.4224
31.51388	7.02360	37.6677
31.53724	7.01939	37.9251
31.52376	7.03509	38.1825
31.51635	7.05616	38.4339
31.48571	7.07609	38.6974
31.47389	7.07395	38.9549
31.49633	7.05324	39.2305
31.51165	7.03857	39.4910
31.52169	7.02386	39.7363
31.52765	7.00915	39.9998
31.53814	6.99616	40.2542
31.55632	6.98780	40.5116
31.55425	6.98816	40.7631
31.55110	6.98961	41.0145
31.54712	6.98873	41.2719
31.53425	6.98447	41.5263
31.53118	6.97268	41.7838
31.56192	6.96022	42.0442
31.55923	6.96266	42.2925
31.53966	6.96682	42.5470
31.55270	6.96407	42.7952
31.54559	6.96334	43.0558
31.54791	6.95706	43.3071
31.53465	6.94886	43.5617
31.53874	6.93480	43.8252
31.54882	6.92043	44.0764
31.55107	6.91016	44.3218
31.55486	6.90228	44.5761
31.52738	6.89368	44.8306
31.53670	6.87415	45.0790
31.53861	6.85354	45.3273
31.54504	6.83340	45.5848
31.54695	6.81338	45.8453
31.54610	6.79172	46.0997
31.56055	6.76686	46.3480
31.57461	6.74599	46.5994
31.58676	6.72870	46.8447
31.59748	6.71554	47.0931
31.60158	6.70661	47.3384
31.59604	6.69898	47.5897
31.58095	6.68820	47.8381
31.58935	6.67098	48.0896
31.59436	6.65428	48.3379
31.59585	6.63769	48.5893
31.59802	6.61972	48.8346
31.60190	6.60166	49.0920
31.61522	6.58350	49.3555
31.63225	6.56879	49.6009
31.66685	6.55953	49.8493
31.68356	6.55296	50.1005
31.69168	6.55018	50.3550
31.70550	6.55033	50.5972
31.71144	6.55501	50.8457
31.71045	6.56169	51.0971
31.72105	6.56745	51.3515
31.74635	6.57542	51.5968
31.72918	6.58643	51.8452
31.70744	6.58684	52.0936
31.69630	6.57486	52.3449
31.68130	6.55450	52.5932
31.67569	6.52762	52.8446
31.70695	6.49630	53.0991
31.72370	6.47593	53.3443
31.73710	6.46500	53.5807
31.68604	6.46023	53.8381
31.45962	6.42363	54.0835
31.66105	6.30304	54.3470
31.59908	6.23223	54.5983
31.66108	6.16511	54.8558
31.68296	6.11183	55.1071
31.72130	6.07208	55.3584
31.79045	6.05029	55.6160
31.78106	6.05694	55.8704
31.77317	6.06669	56.1218
31.78862	6.07177	56.3883
31.77003	6.08229	56.6487
31.76338	6.08676	56.8911
31.77526	6.08859	57.1424
31.76741	6.09581	57.3938
31.76539	6.10049	57.6483
31.77694	6.10466	57.8966
31.76438	6.11331	58.1540
31.76702	6.11860	58.4115
31.75478	6.12368	58.6569
31.74665	6.12445	58.9143
31.74108	6.12048	59.1777
31.74913	6.11356	59.4654
31.74422	6.10969	59.7260
31.73576	6.10324	59.9653
31.73758	6.09307	60.2167
31.74547	6.08295	60.4832
31.76248	6.07650	60.7346
31.75552	6.07696	60.9981
31.73992	6.07569	61.2464
31.73537	6.06761	61.4978
31.74402	6.05567	61.7522
31.75232	6.04770	62.0096
31.76794	6.04414	62.2701
31.75323	6.04683	62.5184
31.72213	6.04526	62.7789
31.73009	6.03059	63.0303
31.75542	6.01769	63.2879
31.76045	6.01506	63.5482
31.75778	6.01668	63.8027
31.76712	6.01769	64.0631
31.76942	6.02262	64.3145
31.77503	6.02967	64.5720
31.77365	6.03962	64.8203
31.75501	6.04937	65.0808
31.74985	6.05130	65.3322
31.73703	6.04978	65.5744
31.73766	6.04323	65.8380
31.74104	6.03485	66.1015
31.72622	6.02744	66.3468
31.73150	6.01475	66.6013
31.73156	6.00212	66.8465
31.74449	5.98959	67.0919
31.75337	5.98249	67.3463
31.75845	5.97996	67.5978
31.75522	5.98026	67.8491
31.76154	5.97950	68.0944
31.78442	5.98244	68.3307
31.76565	5.99400	68.5791
31.74154	5.99862	68.8366
31.74978	5.99294	69.0970
31.75521	5.98878	69.3453
31.77159	5.98832	69.6238
31.74540	5.99344	69.9116
31.74126	5.99045	70.1511
31.74469	5.98269	70.3994
31.76773	5.97727	70.6628
31.79086	5.98249	70.9234
31.71935	5.99263	71.1718
31.71596	5.97646	71.4352
