Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
364	5.75369	3.2034634	134.6231	133.8398	7.074994	32.54714
365	5.74971	3.2002160	133.5976	132.8207	7.077161	32.51493
366	5.74674	3.1989222	132.5814	131.8107	7.078183	32.50372
367	5.74568	3.1981881	131.5652	130.8007	7.078675	32.49698
368	5.74502	3.1977402	130.5126	129.7545	7.078967	32.49308
369	5.75047	3.1980009	129.4356	128.6841	7.078128	32.49130
370	5.75652	3.1978762	128.3827	127.6377	7.077416	32.48458
371	5.75697	3.1971111	127.3603	126.6215	7.077736	32.47603
372	5.75253	3.1959981	126.3502	125.6177	7.078846	32.46827
373	5.74699	3.1949349	125.3219	124.5956	7.080069	32.46214
374	5.74074	3.1935239	124.2751	123.5551	7.081561	32.45278
375	5.73368	3.1923181	123.2285	122.5149	7.083048	32.44650
376	5.73050	3.1921625	122.1756	121.4685	7.083501	32.44831
377	5.73534	3.1922926	121.1502	120.4493	7.082806	32.44563
378	5.74079	3.1915218	120.1279	119.4332	7.082507	32.43221
379	5.73156	3.1896704	119.0904	118.4020	7.084602	32.42074
380	5.71972	3.1882292	118.0375	117.3555	7.086809	32.41640
381	5.70470	3.1861985	116.9909	116.3152	7.089723	32.40846
382	5.69871	3.1841930	115.9441	115.2747	7.091499	32.39214
383	5.69856	3.1816481	114.8974	114.2344	7.092827	32.36412
384	5.68612	3.1784836	113.8568	113.2001	7.096018	32.34090
385	5.70722	3.1800216	112.8313	112.1807	7.092548	32.33849
386	5.74956	3.1809888	111.7998	111.1555	7.086725	32.30932
387	5.76933	3.1809449	110.7530	110.1150	7.084254	32.29042
388	5.79058	3.1810746	109.6972	109.0656	7.081510	32.27208
389	5.80032	3.1809873	108.6503	108.0250	7.080316	32.26230
390	5.80234	3.1809994	107.6160	106.9969	7.080034	32.26101
391	5.80522	3.1809432	106.5811	105.9682	7.079681	32.25814
392	5.81016	3.1807815	105.5283	104.9217	7.079124	32.25211
393	5.82309	3.1801172	104.4755	103.8752	7.077832	32.23282
394	5.83087	3.1798438	103.4317	102.8377	7.076980	32.22284
395	5.83391	3.1796015	102.3879	101.8002	7.076705	32.21773
396	5.83633	3.1790304	101.3504	100.7689	7.076676	32.20951
397	5.83926	3.1784655	100.3004	99.7252	7.076580	32.20089
398	5.85321	3.1786884	99.2445	98.6756	7.074701	32.19062
399	5.87612	3.1784335	98.1825	97.6199	7.071953	32.16648
400	5.88527	3.1779430	97.1266	96.5703	7.071042	32.15278
401	5.89069	3.1770495	96.0796	95.5296	7.070807	32.13814
402	5.89306	3.1761375	95.0450	94.5011	7.070960	32.12616
403	5.89514	3.1755791	93.9922	93.4546	7.070968	32.11844
404	5.89721	3.1752129	92.9179	92.3866	7.070875	32.11289
405	5.90091	3.1748715	91.8315	91.3067	7.070567	32.10608
406	5.90587	3.1744061	90.7847	90.2661	7.070166	32.09667
407	5.90794	3.1740833	89.7561	89.2436	7.070052	32.09159
408	5.90698	3.1737607	88.7092	88.2029	7.070315	32.08939
409	5.91164	3.1735433	87.6502	87.1502	7.069824	32.08305
410	5.92713	3.1738838	86.5790	86.0853	7.067692	32.07269
411	5.93822	3.1739206	85.5108	85.0234	7.066267	32.06311
412	5.93949	3.1737528	84.4670	83.9858	7.066173	32.06054
413	5.93933	3.1736719	83.4352	82.9601	7.066210	32.06027
414	5.94273	3.1738328	82.3853	81.9163	7.065681	32.05936
415	5.95600	3.1739191	81.3202	80.8576	7.063959	32.04827
416	5.96447	3.1736273	80.2245	79.7683	7.063031	32.03753
417	5.97521	3.1739926	79.1686	78.7186	7.061481	32.03195
418	6.00290	3.1743206	78.1368	77.6929	7.057843	32.00994
419	6.01883	3.1726773	77.1143	76.6763	7.056685	31.97705
420	6.06204	3.1716972	76.0827	75.6508	7.051792	31.92589
421	6.11679	3.1724711	75.0145	74.5888	7.044570	31.88355
422	6.20875	3.1749559	73.9370	73.5177	7.031873	31.82545
423	6.28534	3.1754756	72.8870	72.4738	7.022110	31.76014
424	6.31109	3.1754750	71.8553	71.4481	7.018906	31.73662
425	6.31518	3.1754499	70.8358	70.4345	7.018392	31.73301
426	6.31722	3.1750837	69.8070	69.4118	7.018303	31.72754
427	6.30955	3.1717296	68.7541	68.3650	7.020927	31.69807
428	6.26931	3.1636265	67.6888	67.3059	7.029999	31.64632
429	6.21094	3.1557666	66.6510	66.2742	7.041223	31.61397
430	6.17930	3.1523278	65.6406	65.2696	7.046894	31.60573
431	6.19627	3.1523088	64.6361	64.2710	7.044769	31.59022
432	6.24160	3.1527594	63.6075	63.2484	7.038877	31.55362
433	6.29285	3.1549542	62.5545	62.2014	7.031371	31.53091
