Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
691	7.81422	3.2113087	20.7022	20.5874	6.818508	30.78553
692	7.77268	3.2119508	20.9548	20.8386	6.823138	30.82891
693	7.73823	3.2119824	21.1953	21.0778	6.827217	30.85963
694	7.71485	3.2120450	21.4387	21.3198	6.829968	30.88089
695	7.69719	3.2112791	21.6853	21.5651	6.832430	30.88828
696	7.66660	3.2105757	21.9348	21.8132	6.836403	30.90782
697	7.62886	3.2100219	22.1753	22.0523	6.841160	30.93534
698	7.59094	3.2095677	22.4310	22.3065	6.845896	30.96411
699	7.56301	3.2097798	22.6775	22.5517	6.849129	30.99116
700	7.54663	3.2095683	22.9393	22.8120	6.851188	31.00339
701	7.53789	3.2091700	23.1858	23.0571	6.852424	31.00682
702	7.53095	3.2092012	23.4445	23.3144	6.853243	31.01324
703	7.52489	3.2090146	23.7002	23.5686	6.854059	31.01653
704	7.51905	3.2091704	23.9466	23.8137	6.854688	31.02330
705	7.51390	3.2085976	24.1932	24.0589	6.855580	31.02167
706	7.50764	3.2085853	24.4428	24.3071	6.856338	31.02702
707	7.50143	3.2075768	24.6985	24.5613	6.857563	31.02165
708	7.49123	3.2065062	24.9419	24.8034	6.859296	31.01919
709	7.47561	3.2057408	25.1854	25.0455	6.861531	31.02484
710	7.45995	3.2048261	25.4411	25.2998	6.863845	31.02892
711	7.44535	3.2039114	25.6723	25.5297	6.866032	31.03207
712	7.43059	3.2021071	25.9188	25.7748	6.868664	31.02581
713	7.40975	3.2006081	26.1807	26.0352	6.871882	31.02826
714	7.38215	3.1996629	26.4242	26.2773	6.875647	31.04271
715	7.35799	3.1994829	26.6707	26.5224	6.878639	31.06232
716	7.34169	3.1988923	26.9233	26.7736	6.880884	31.07048
717	7.32734	3.1979285	27.1698	27.0187	6.883075	31.07288
718	7.30236	3.1961567	27.4224	27.2700	6.886933	31.07612
719	7.26014	3.1954609	27.6782	27.5243	6.892353	31.10645
720	7.21990	3.1956728	27.9185	27.7633	6.897103	31.14485
721	7.19024	3.1952193	28.1713	28.0146	6.900902	31.16659
722	7.16739	3.1948528	28.4207	28.2626	6.903842	31.18315
723	7.14919	3.1947288	28.6855	28.5260	6.906104	31.19813
724	7.13714	3.1945798	28.9777	28.8165	6.907637	31.20727
725	7.13000	3.1945489	29.2089	29.0464	6.908519	31.21329
726	7.12557	3.1943936	29.4738	29.3098	6.909135	31.21550
727	7.12224	3.1942756	29.7264	29.5610	6.909600	31.21712
728	7.11953	3.1941825	29.9760	29.8092	6.909977	31.21845
729	7.11781	3.1940023	30.2317	30.0635	6.910278	31.21794
730	7.11562	3.1941205	30.4843	30.3146	6.910490	31.22109
731	7.11369	3.1938160	30.7400	30.5688	6.910876	31.21942
732	7.11145	3.1935115	30.9896	30.8170	6.911299	31.21804
733	7.10739	3.1933625	31.2483	31.0743	6.911868	31.21998
734	7.10233	3.1933626	31.5041	31.3286	6.912484	31.22444
735	7.09832	3.1933317	31.7535	31.5766	6.912989	31.22762
736	7.09546	3.1932696	32.0062	31.8279	6.913371	31.22943
737	7.09197	3.1930273	32.2466	32.0669	6.913915	31.22985
738	7.08676	3.1928162	32.4992	32.3181	6.914653	31.23217
739	7.07974	3.1925118	32.7397	32.5572	6.915656	31.23513
740	7.07151	3.1919899	32.9984	32.8145	6.916910	31.23680
741	7.06131	3.1915675	33.2419	33.0566	6.918354	31.24136
742	7.05117	3.1913813	33.4945	33.3078	6.919679	31.24842
743	7.04274	3.1909838	33.7441	33.5560	6.920898	31.25164
744	7.03468	3.1908348	33.9967	33.8072	6.921952	31.25722
745	7.02761	3.1910214	34.2433	34.0523	6.922723	31.26554
746	7.02355	3.1911396	34.5020	34.3095	6.923162	31.27039
747	7.02163	3.1907730	34.7577	34.5639	6.923579	31.26804
748	7.01680	3.1898661	35.0164	34.8210	6.924612	31.26247
749	7.00744	3.1894997	35.2690	35.0723	6.925930	31.26687
750	6.99830	3.1890712	35.5217	35.3235	6.927253	31.27041
751	6.98926	3.1878725	35.7712	35.5716	6.928940	31.26548
752	6.97773	3.1878603	36.0239	35.8229	6.930351	31.27571
753	6.96745	3.1878605	36.2704	36.0680	6.931604	31.28494
754	6.96054	3.1878296	36.5109	36.3071	6.932462	31.29077
755	6.95644	3.1878918	36.7665	36.5613	6.932935	31.29506
756	6.95437	3.1879478	37.0131	36.8064	6.933164	31.29744
757	6.95348	3.1879168	37.2597	37.0517	6.933292	31.29779
758	6.95245	3.1877989	37.5123	37.3028	6.933481	31.29734
