Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
20.66187	7.40167	0.7217
20.66219	7.40078	0.7036
20.66275	7.40030	0.6793
20.66354	7.39936	0.6674
20.66441	7.39789	0.6793
20.66474	7.39695	0.7099
20.66377	7.39726	0.7341
20.66354	7.39763	0.7554
20.66325	7.39700	0.7706
20.66310	7.39621	0.7768
20.66351	7.39516	0.7677
20.66227	7.39595	0.7497
20.66133	7.39716	0.7224
20.66074	7.39779	0.7043
20.66135	7.39752	0.6801
20.66270	7.39611	0.6710
20.66445	7.39485	0.6801
20.66538	7.39411	0.6953
20.66513	7.39348	0.7227
20.66392	7.39364	0.7469
20.66239	7.39574	0.7592
20.66161	7.39705	0.7563
20.66226	7.39642	0.7471
20.66317	7.39490	0.7534
20.66311	7.39453	0.7532
20.66232	7.39511	0.7595
20.66153	7.39642	0.7657
20.66173	7.39647	0.7595
20.66235	7.39543	0.7567
20.66326	7.39390	0.7537
20.66458	7.39244	0.7416
20.66433	7.39212	0.7357
20.66386	7.39254	0.7235
20.66312	7.39417	0.7144
20.66335	7.39453	0.7025
20.66441	7.39406	0.7025
20.66506	7.39380	0.7116
20.66687	7.39375	0.7299
20.66592	7.39364	0.7481
20.66330	7.39422	0.7482
20.66124	7.39805	0.7543
20.66123	7.39899	0.7544
20.66192	7.39821	0.7575
20.66340	7.39721	0.7665
20.66407	7.39674	0.7787
20.66247	7.39642	0.7818
20.66091	7.39784	0.7818
20.65966	7.39994	0.7729
20.65970	7.39988	0.7456
20.66071	7.39905	0.7336
20.66228	7.39752	0.7277
20.66349	7.39605	0.7277
20.66358	7.39506	0.7248
20.66362	7.39527	0.7338
20.66330	7.39674	0.7430
20.66355	7.39679	0.7492
20.66334	7.39684	0.7613
20.66139	7.39826	0.7644
20.65873	7.40067	0.7585
20.65664	7.40466	0.7403
20.65693	7.40419	0.7252
20.65918	7.40162	0.7191
20.66290	7.39994	0.7344
20.66897	7.39962	0.7677
20.66579	7.40009	0.7860
20.66197	7.40193	0.8012
20.65506	7.40681	0.7982
20.65298	7.40949	0.7770
20.65367	7.40881	0.7406
20.65486	7.40644	0.7257
20.65662	7.40471	0.7166
20.65787	7.40298	0.7259
20.65880	7.40104	0.7288
20.65892	7.39999	0.7289
20.65783	7.40099	0.7380
20.65642	7.40298	0.7351
20.65567	7.40413	0.7503
20.65601	7.40356	0.7656
20.65610	7.40219	0.7716
20.65555	7.40246	0.7717
20.65598	7.40193	0.7567
20.65742	7.39952	0.7476
20.65934	7.39695	0.7417
20.66086	7.39543	0.7447
20.66169	7.39448	0.7538
20.66077	7.39369	0.7600
20.65960	7.39501	0.7660
20.65757	7.39805	0.7540
20.65723	7.39852	0.7420
20.65839	7.39705	0.7391
20.65991	7.39532	0.7512
20.66013	7.39411	0.7604
20.66010	7.39369	0.7695
20.65891	7.39495	0.7664
20.65825	7.39522	0.7545
20.65907	7.39422	0.7485
20.65954	7.39343	0.7422
20.65972	7.39275	0.7456
20.65950	7.39312	0.7486
20.65929	7.39385	0.7487
20.65991	7.39364	0.7486
20.65995	7.39275	0.7397
20.65938	7.39249	0.7367
20.65866	7.39333	0.7338
20.65872	7.39369	0.7339
20.65891	7.39327	0.7339
20.65941	7.39244	0.7522
20.66009	7.39175	0.7642
20.66065	7.39118	0.7826
20.66139	7.39076	0.7976
20.66146	7.39018	0.8008
20.66022	7.38992	0.8039
20.65846	7.39233	0.7918
20.65721	7.39443	0.7738
20.65720	7.39427	0.7557
20.65791	7.39291	0.7224
20.65932	7.39055	0.7072
20.66009	7.38897	0.6981
20.66082	7.38803	0.7013
20.66104	7.38766	0.7105
20.66163	7.38787	0.7197
20.66787	7.38887	0.7622
20.67273	7.39049	0.7863
20.67260	7.39118	0.8046
20.66706	7.39217	0.8046
20.65990	7.39448	0.7987
20.65499	7.39779	0.7806
20.65368	7.39973	0.7504
20.65391	7.39878	0.7291
20.65476	7.39689	0.7262
20.65564	7.39569	0.7293
20.65654	7.39438	0.7204
20.65757	7.39301	0.7264
20.65877	7.39238	0.7446
20.65912	7.39207	0.7568
20.65952	7.39186	0.7721
20.65914	7.39165	0.7963
20.65865	7.39097	0.8025
20.65776	7.39097	0.8025
20.65636	7.39296	0.7934
20.65462	7.39579	0.7663
20.65463	7.39543	0.7361
20.65560	7.39343	0.7027
20.65742	7.39076	0.6998
20.65945	7.38903	0.6998
20.66123	7.38771	0.7089
20.66114	7.38766	0.7393
20.66124	7.38813	0.7607
20.65911	7.38955	0.7790
20.65564	7.39285	0.7851
20.65401	7.39522	0.7941
20.65336	7.39668	0.7941
20.65361	7.39626	0.7912
20.65464	7.39453	0.7883
20.65536	7.39259	0.7701
20.65649	7.39107	0.7674
20.65667	7.39002	0.7551
20.65721	7.38903	0.7370
20.65762	7.38834	0.7309
20.65818	7.38750	0.7220
20.65906	7.38640	0.7189
20.65956	7.38556	0.7311
20.65959	7.38551	0.7342
20.65933	7.38593	0.7496
20.65833	7.38761	0.7617
20.65777	7.38892	0.7737
20.65802	7.38887	0.7829
20.65889	7.38787	0.7890
20.65869	7.38698	0.7890
20.65810	7.38761	0.7740
20.65717	7.38955	0.7559
20.65769	7.38908	0.7317
20.65831	7.38803	0.7348
20.65959	7.38708	0.7410
20.66137	7.38661	0.7593
20.66224	7.38646	0.7774
20.66125	7.38661	0.7866
20.66164	7.38698	0.7836
20.66021	7.38855	0.7776
20.65837	7.39070	0.7746
20.65684	7.39301	0.7656
20.65700	7.39359	0.7445
20.65827	7.39249	0.7324
20.65954	7.39102	0.7264
20.66138	7.38913	0.7295
20.66332	7.38745	0.7384
20.66459	7.38661	0.7690
20.66449	7.38640	0.7903
20.66469	7.38672	0.7933
20.66393	7.38819	0.7962
20.66134	7.39086	0.7814
20.66035	7.39291	0.7601
20.66145	7.39181	0.7451
20.66314	7.38992	0.7391
20.66504	7.38840	0.7542
20.66704	7.38756	0.7544
20.66795	7.38724	0.7605
20.66688	7.38745	0.7576
20.66679	7.38798	0.7606
20.66579	7.38966	0.7576
20.66825	7.39091	0.7971
20.66949	7.39196	0.8970
20.69082	7.39259	1.0396
20.71656	7.39527	1.1939
20.73961	7.39920	1.3548
20.71373	7.40198	1.5245
20.71118	7.40151	1.6912
20.71021	7.39978	1.8578
21.06191	7.39684	2.0247
21.81337	7.40099	2.2125
22.32959	7.42985	2.3973
22.79701	7.47913	2.5974
22.82542	7.53079	2.8125
23.04709	7.57108	3.0217
23.24777	7.61573	3.2338
23.27741	7.66909	3.4459
23.32253	7.71607	3.6520
23.48399	7.75887	3.8521
23.60614	7.81285	4.0581
23.79239	7.86870	4.2490
24.00646	7.91831	4.4551
24.16691	7.95882	4.6552
24.20184	7.98485	4.8552
24.28990	7.99560	5.0703
24.36565	8.00396	5.2796
24.38721	8.01275	5.4916
24.46740	8.02016	5.7068
24.83837	8.02799	5.9281
24.95621	8.04057	6.1524
25.04888	8.05272	6.3675
25.09054	8.06141	6.5887
25.10842	8.06611	6.8159
25.12009	8.06600	7.0343
25.13039	8.06104	7.2554
25.20872	8.05581	7.4736
25.32082	8.04952	7.6949
25.37523	8.04963	7.9159
25.39540	8.05400	8.1433
25.48727	8.06040	8.3676
25.61884	8.06904	8.5827
25.75207	8.07859	8.8070
25.87765	8.09033	9.0342
26.15789	8.10298	9.2525
26.34425	8.11964	9.4738
26.76135	8.13343	9.6890
26.95580	8.14171	9.9161
27.05702	8.15117	10.1343
27.18191	8.16486	10.3585
27.22662	8.17828	10.5827
27.28050	8.18465	10.8102
27.36541	8.17411	11.0436
27.49581	8.15005	11.2798
27.56173	8.12872	11.5042
27.72752	8.11708	11.7375
27.80242	8.12114	11.9617
27.85960	8.13610	12.1860
28.03595	8.15288	12.4191
28.06860	8.16074	12.6436
28.13619	8.15267	12.8709
28.24337	8.13166	13.0861
28.41586	8.11281	13.3194
28.53059	8.10683	13.5283
28.57770	8.11366	13.7587
28.64041	8.11505	13.9769
28.70392	8.10192	14.2041
28.77554	8.08414	14.4285
28.86866	8.07096	14.6557
29.03990	8.05981	14.8920
29.11126	8.04360	15.1224
29.17486	8.02761	15.3436
29.24911	8.01307	15.5709
29.28798	7.99693	15.8042
29.33331	7.98197	16.0345
29.41160	7.96824	16.2710
29.50508	7.94893	16.4981
29.59721	7.92102	16.7346
29.70026	7.88999	16.9648
29.74802	7.85618	17.2134
29.82694	7.82812	17.4711
29.87957	7.80119	17.7014
29.92585	7.77613	17.9466
29.95044	7.75543	18.1800
29.98441	7.74019	18.4224
30.01370	7.72707	18.6618
30.03694	7.71433	18.8921
30.05183	7.70317	19.1254
30.05976	7.69440	19.3557
30.06490	7.68816	19.5951
30.06867	7.68399	19.8164
30.07362	7.68071	20.0528
30.07753	7.67797	20.2890
30.10180	7.67464	20.5133
30.12259	7.66656	20.7406
30.14639	7.65689	20.9738
30.15899	7.64792	21.2071
30.17191	7.64190	21.4467
30.18507	7.63826	21.6860
30.18770	7.63625	21.9163
30.19111	7.63515	22.1648
30.20666	7.63467	22.3951
30.20684	7.63541	22.6223
30.21227	7.63599	22.8586
30.21501	7.63689	23.0920
30.22411	7.63794	23.3193
30.23109	7.64000	23.5526
30.23155	7.64306	23.7829
30.23892	7.64565	24.0133
30.24486	7.64876	24.2375
30.24637	7.65272	24.4800
30.24896	7.65621	24.7071
30.24857	7.65911	24.9374
30.25024	7.66101	25.1707
30.26646	7.66143	25.4041
30.27840	7.66112	25.6342
30.28265	7.65974	25.8676
30.28901	7.65700	26.1039
30.31823	7.65420	26.3524
30.34595	7.65821	26.5856
30.33788	7.66841	26.8222
30.32896	7.67416	27.0432
30.33130	7.67242	27.2705
30.34456	7.66592	27.4917
30.36218	7.65916	27.7525
30.38934	7.65431	28.0372
30.39603	7.65309	28.2553
30.39816	7.65167	28.5037
30.40286	7.64887	28.7550
30.40317	7.64644	28.9855
30.41637	7.63995	29.2400
30.42886	7.62924	29.4794
30.43589	7.61926	29.7370
30.44770	7.60782	29.9855
30.46048	7.59822	30.2308
30.46875	7.59084	30.4792
30.47859	7.58394	30.7246
30.49037	7.57656	30.9610
30.50214	7.56792	31.2035
30.51352	7.55912	31.4337
30.52528	7.54853	31.6852
30.53569	7.53695	31.9124
30.54568	7.52653	32.1427
30.55561	7.51474	32.3701
30.56965	7.50085	32.6033
30.58501	7.48555	32.8335
30.59765	7.47146	33.0850
30.61252	7.46063	33.3275
30.62770	7.44624	33.5849
30.64059	7.43017	33.8273
30.64938	7.41747	34.0788
30.65481	7.40571	34.3271
30.65982	7.39369	34.5696
30.66890	7.37964	34.8030
30.68322	7.36155	35.0332
30.70483	7.33802	35.2544
30.72349	7.31702	35.4936
30.73766	7.30131	35.7179
30.74754	7.28933	35.9482
30.76080	7.27902	36.1755
30.77697	7.27196	36.3935
30.79791	7.26882	36.6452
30.80557	7.27029	36.8754
30.80668	7.27259	37.1237
30.80809	7.27411	37.3600
30.80867	7.27484	37.5963
30.80928	7.27499	37.8386
30.81001	7.27489	38.0631
30.81169	7.27400	38.3055
30.81610	7.27290	38.5476
30.82116	7.26898	38.7689
30.81362	7.26197	39.0205
30.82516	7.24336	39.2507
30.84155	7.22277	39.4902
30.85411	7.20784	39.7204
30.86325	7.19823	39.9658
30.86785	7.19259	40.1959
30.87209	7.18847	40.4414
