Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1536	10.28386	3.0667610	2.6895	2.6747	6.592842	27.30428
1537	10.50332	3.0695315	2.4609	2.4474	6.566517	27.16743
1538	10.72651	3.0718314	2.2172	2.2050	6.540118	27.02450
1539	10.94907	3.0718230	1.9917	1.9807	6.514865	26.86105
1540	11.15261	3.0710126	1.7478	1.7382	6.492206	26.70526
1541	11.32394	3.0694802	1.5225	1.5141	6.473547	26.56707
1542	11.45306	3.0656842	1.2847	1.2777	6.460552	26.43850
1543	11.55395	3.0607466	1.0624	1.0566	6.451175	26.31988
1544	11.64650	3.0563866	0.8400	0.8354	6.442515	26.21318
1545	11.72984	3.0534647	0.6174	0.6140	6.434340	26.12699
1546	11.81636	3.0612208	0.4133	0.4111	6.421770	26.13954
1547	11.94113	3.0570864	0.2487	0.2474	6.409504	26.01350
1548	11.98860	3.0639164	0.1451	0.1443	6.401682	26.04458
1549	11.18047	3.0553826	0.0935	0.0930	6.495175	26.53577
1550	10.12217	3.0501697	0.0966	0.0961	6.618327	27.26330
1551	9.42038	3.0571664	0.0966	0.0961	6.697378	27.86958
1552	8.75790	3.0692299	0.0906	0.0901	6.770651	28.51606
1553	8.20881	3.0740056	0.0937	0.0932	6.834439	29.01293
1554	7.79761	1.4433728	0.0877	0.0872	7.658386	12.84656
1555	7.56879	0.5548800	0.0969	0.0964	8.121039	4.62189
1556	7.51277	0.6014280	0.0970	0.0965	8.109893	5.04583
1557	7.50782	0.7113493	0.1000	0.0995	8.058848	6.04076
1558	7.52113	0.7771292	0.1033	0.1027	8.025090	6.63970
1559	7.54472	0.7106188	0.0972	0.0966	8.052286	6.02771
1560	7.56136	0.7788654	0.0942	0.0937	8.016813	6.64794
1561	7.57258	0.7845885	0.0973	0.0968	8.012019	6.69826
1562	7.58112	0.7139126	0.1004	0.0998	8.043923	6.05135
1563	7.58908	0.7409414	0.0974	0.0969	8.029654	6.29605
1564	7.59867	0.6491626	0.0974	0.0969	8.071159	5.46228
1565	7.60774	0.4123564	0.0914	0.0909	8.179568	3.36366
1566	7.61686	0.3718697	0.0946	0.0940	8.196312	3.01269
1567	7.62552	0.3978410	0.0975	0.0970	8.182753	3.23615
1568	7.63401	0.4640907	0.0947	0.0942	8.150660	3.81216
1569	7.64309	0.3565009	0.0888	0.0883	8.198167	2.87839
1570	7.65175	0.4028756	0.0979	0.0973	8.175334	3.27728
1571	7.65935	0.2822998	0.0949	0.0944	8.228448	2.24614
1572	7.66648	0.2330854	0.0951	0.0945	8.248958	1.83376
1573	7.67382	0.2514741	0.0920	0.0915	8.239335	1.98660
1574	7.68037	0.2864795	0.0949	0.0944	8.222415	2.28001
1575	7.68708	0.2822581	0.0921	0.0916	8.222977	2.24401
1576	7.69358	0.3086643	0.0892	0.0887	8.209855	2.46664
1577	7.69961	0.2877385	0.0922	0.0917	8.218049	2.28937
1578	7.70579	0.3875454	0.0953	0.0947	8.171794	3.13991
1579	7.71187	0.3843486	0.0923	0.0918	8.172063	3.11183
1580	7.71774	0.3923851	0.0862	0.0857	8.167266	3.18055
1581	7.72361	0.3110809	0.0955	0.0950	8.202857	2.48499
1582	7.72964	0.2560589	0.0955	0.0950	8.226219	2.02171
1583	7.73556	0.2610927	0.0987	0.0982	8.222812	2.06343
1584	7.74112	0.3086538	0.0956	0.0951	8.200500	2.46320
1585	7.74673	0.3069925	0.0958	0.0953	8.200141	2.44876
1586	7.75207	0.2464827	0.0958	0.0953	8.226013	1.94059
1587	7.75737	0.2319170	0.0990	0.0984	8.231390	1.81933
1588	7.76239	0.2043892	0.0960	0.0955	8.242468	1.59193
1589	7.76742	0.2062259	0.0960	0.0954	8.240663	1.60679
1590	7.77182	0.2012177	0.0960	0.0954	8.241975	1.56547
1591	7.77425	0.1974052	0.1022	0.1016	8.243153	1.53410
1592	7.77764	0.1927901	0.0993	0.0988	8.244487	1.49618
1593	7.78241	1.0015999	0.0932	0.0927	7.871088	8.65871
1594	7.78712	2.4156183	0.0932	0.0927	7.196502	22.52318
1595	7.79104	2.3052489	0.0995	0.0989	7.248390	21.39581
1596	7.79454	1.8185950	0.1025	0.1020	7.479785	16.51411
1597	7.79852	0.9077334	0.0933	0.0928	7.912554	7.78438
1598	7.80493	1.6264292	0.0936	0.0931	7.569865	14.62092
1599	7.81023	2.1398194	0.0997	0.0991	7.324311	19.71127
1600	7.81388	3.1030401	0.0937	0.0932	6.868779	29.64843
1601	7.76912	3.1028808	0.0906	0.0901	6.874283	29.68481
1602	7.59408	1.1351714	0.0936	0.0931	7.840549	9.96445
1603	7.44075	0.6725097	0.0938	0.0932	8.089920	5.69884
1604	7.37568	0.4933929	0.0969	0.0963	8.187111	4.09974
1605	7.35660	0.4034814	0.0967	0.0962	8.232911	3.31045
1606	7.35298	0.3303427	0.0969	0.0963	8.267492	2.67681
1607	7.35487	0.2922650	0.0969	0.0964	8.284586	2.35064
1608	7.35901	0.3124852	0.0971	0.0966	8.274497	2.52310
1609	7.36415	0.3174539	0.0910	0.0905	8.271192	2.56530
1610	7.37012	0.2890436	0.0940	0.0935	8.283003	2.32218
1611	7.37610	0.2582945	0.0972	0.0967	8.295793	2.06112
1612	7.38260	0.2355024	0.0973	0.0967	8.304789	1.86897
1613	7.38921	0.2190122	0.0943	0.0938	8.310873	1.73070
1614	7.39624	0.2062093	0.0973	0.0968	8.315187	1.62378
