Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
622	8.09852	3.2468260	25.1165	6.768675	30.90853
623	8.09004	3.2470451	25.3253	6.769570	30.91823
624	8.08358	3.2463323	25.5403	6.770657	30.91631
625	8.07493	3.2454320	25.7736	6.772087	30.91434
626	8.07040	3.2478836	25.9793	6.771494	30.94412
627	8.06224	3.2470456	26.1883	6.772838	30.94239
628	8.04715	3.2468270	26.3970	6.774709	30.95331
629	8.02961	3.2467334	26.6091	6.776809	30.96773
630	8.01107	3.2470776	26.8180	6.778826	30.98768
631	7.99243	3.2466714	27.0420	6.781202	30.99979
632	7.97646	3.2469218	27.2419	6.782962	31.01650
633	7.96358	3.2463341	27.4628	6.784748	31.02160
634	7.95342	3.2464844	27.6837	6.785875	31.03210
635	7.94448	3.2455903	27.9168	6.787342	31.03046
636	7.93337	3.2465473	28.1621	6.788207	31.05035
637	7.91774	3.2504257	28.3650	6.788246	31.10524
638	7.90122	3.2488745	28.5862	6.790909	31.10340
639	7.89118	3.2502760	28.8009	6.791440	31.12711
640	7.88805	3.2518904	29.0127	6.791062	31.14693
641	7.88295	3.2508643	29.2370	6.792142	31.14049
642	7.87753	3.2511773	29.4577	6.792636	31.14854
643	7.87429	3.2522286	29.6700	6.792532	31.16249
644	7.87148	3.2529484	29.8907	6.792531	31.17254
645	7.86792	3.2526982	30.0935	6.793069	31.17297
646	7.85864	3.2529362	30.3056	6.794053	31.18369
647	7.84856	3.2528237	30.5084	6.795293	31.19141
648	7.84044	3.2533808	30.7202	6.795990	31.20449
649	7.83556	3.2536626	30.9322	6.796436	31.21175
650	7.83227	3.2543763	31.1412	6.796494	31.22218
651	7.83010	3.2541573	31.3470	6.796855	31.22170
652	7.82745	3.2539133	31.5650	6.797285	31.22138
653	7.82681	3.2538194	31.7861	6.797408	31.22085
654	7.82548	3.2542201	32.0130	6.797381	31.22620
655	7.82538	3.2547209	32.2219	6.797164	31.23152
656	7.82559	3.2554660	32.4247	6.796796	31.23916
657	7.82432	3.2554034	32.6307	6.796978	31.23954
658	7.82591	3.2570250	32.8425	6.796040	31.25526
659	7.84134	3.2620105	33.0574	6.791911	31.29433
660	7.86432	3.2665036	33.2753	6.787133	31.32138
661	7.87621	3.2689109	33.4903	6.784627	31.33619
662	7.87838	3.2703156	33.6933	6.783723	31.34906
663	7.87451	3.2699395	33.8930	6.784355	31.34846
664	7.86877	3.2699082	34.1200	6.785045	31.35317
665	7.86777	3.2708804	34.3320	6.784715	31.36430
666	7.86787	3.2721411	34.5498	6.784121	31.37751
667	7.86665	3.2727559	34.7771	6.783982	31.38503
668	7.86570	3.2738539	34.9739	6.783587	31.39747
669	7.85673	3.2721289	35.1979	6.785442	31.38710
670	7.84134	3.2720037	35.4189	6.787304	31.39950
671	7.82649	3.2718157	35.6429	6.789133	31.41076
672	7.81091	3.2717219	35.8639	6.791005	31.42369
673	7.80078	3.2725689	36.0668	6.791799	31.44173
674	7.79321	3.2727572	36.2667	6.792602	31.45048
675	7.78611	3.2720046	36.4724	6.793789	31.44877
676	7.78023	3.2717852	36.6873	6.794584	31.45163
677	7.77668	3.2715971	36.9055	6.795092	31.45273
678	7.77430	3.2714404	37.1203	6.795448	31.45311
679	7.77255	3.2713715	37.3263	6.795689	31.45386
680	7.76567	3.2706002	37.5411	6.796861	31.45176
681	7.75614	3.2699419	37.7742	6.798290	31.45323
682	7.74624	3.2692210	38.0195	6.799793	31.45436
683	7.73587	3.2681616	38.3132	6.801511	31.45229
684	7.72682	3.2697544	38.5342	6.801831	31.47735
685	7.71667	3.2708206	38.7310	6.802527	31.49781
686	7.70742	3.2689771	38.9521	6.804481	31.48640
687	7.70192	3.2693786	39.1609	6.804942	31.49556
688	7.69885	3.2695668	39.3698	6.805218	31.50024
689	7.69404	3.2690339	39.5877	6.806037	31.49881
690	7.68923	3.2687268	39.7937	6.806750	31.49978
691	7.68506	3.2689150	39.9966	6.807156	31.50548
692	7.68152	3.2685515	40.2115	6.807747	31.50470
693	7.67898	3.2682882	40.4477	6.808173	31.50407
694	7.67708	3.2684451	40.6625	6.808327	31.50737
695	7.67428	3.2681630	40.8685	6.808793	31.50680
696	7.66995	3.2677243	41.0836	6.809512	31.50593
697	7.66678	3.2673482	41.2985	6.810066	31.50468
698	7.66329	3.2672229	41.5104	6.810539	31.50640
699	7.65712	3.2667592	41.7224	6.811487	31.50694
700	7.64793	3.2657564	41.9404	6.813044	31.50444
701	7.63700	3.2650108	42.1553	6.814684	31.50626
702	7.62328	3.2630119	42.3733	6.817245	31.49721
703	7.59876	3.2597045	42.5851	6.821699	31.48393
704	7.56724	3.2580265	42.8094	6.826213	31.49441
705	7.54001	3.2570626	43.0212	6.829889	31.50867
706	7.51932	3.2577141	43.2330	6.832028	31.53433
707	7.50843	3.2593049	43.4452	6.832565	31.56119
708	7.50775	3.2611716	43.6662	6.831766	31.58174
709	7.51054	3.2624121	43.8841	6.830853	31.59241
710	7.51206	3.2627004	44.0960	6.830540	31.59402
711	7.50686	3.2622055	44.3048	6.831394	31.59335
712	7.49770	3.2612346	44.5168	6.832940	31.59116
713	7.48561	3.2608903	44.7318	6.834536	31.59838
714	7.47777	3.2627010	44.9407	6.834606	31.62486
715	7.47604	3.2636096	45.1588	6.834384	31.63610
716	7.47604	3.2637914	45.3707	6.834302	31.63795
717	7.47735	3.2640422	45.5917	6.834032	31.63935
718	7.47830	3.2642615	45.7855	6.833820	31.64075
719	7.47688	3.2641676	46.0006	6.834037	31.64094
720	7.47488	3.2644810	46.2033	6.834128	31.64603
721	7.47415	3.2644184	46.4032	6.834249	31.64594
722	7.47357	3.2641679	46.6152	6.834441	31.64368
723	7.47325	3.2639799	46.8301	6.834571	31.64185
724	7.47262	3.2640113	47.0359	6.834635	31.64267
725	7.47084	3.2636104	47.2541	6.835041	31.63989
726	7.46836	3.2635979	47.4627	6.835343	31.64191
727	7.46469	3.2633912	47.6749	6.835880	31.64295
728	7.46095	3.2628901	47.9049	6.836564	31.64086
729	7.45775	3.2631095	48.1320	6.836843	31.64603
730	7.45554	3.2633289	48.3409	6.837004	31.65031
731	7.45286	3.2630157	48.5589	6.837474	31.64929
732	7.45029	3.2630784	48.7709	6.837753	31.65221
733	7.44903	3.2634858	48.9679	6.837712	31.65765
734	7.44777	3.2628593	49.1796	6.838163	31.65197
735	7.44666	3.2631100	49.3977	6.838179	31.65557
736	7.44672	3.2631727	49.6036	6.838147	31.65610
737	7.44577	3.2629535	49.8186	6.838367	31.65451
738	7.44514	3.2626090	50.0365	6.838610	31.65128
739	7.44509	3.2631416	50.2486	6.838367	31.65696
740	7.44404	3.2630164	50.4696	6.838556	31.65647
741	7.44246	3.2630478	50.6875	6.838732	31.65814
742	7.44120	3.2632985	50.9026	6.838766	31.66189
743	7.43747	3.2632360	51.1295	6.839241	31.66452
744	7.43290	3.2631296	51.3507	6.839836	31.66744
745	7.42855	3.2632049	51.5627	6.840320	31.67213
746	7.42340	3.2628917	51.7868	6.841082	31.67336
747	7.41857	3.2626725	51.9956	6.841762	31.67532
748	7.41280	3.2626100	52.2047	6.842479	31.67982
749	7.40645	3.2622342	52.4194	6.843414	31.68148
750	7.39973	3.2619273	52.6374	6.844360	31.68422
751	7.39307	3.2615516	52.8616	6.845333	31.68616
752	7.38667	3.2613011	53.0888	6.846214	31.68921
753	7.38184	3.2612073	53.3067	6.846835	31.69251
754	7.37801	3.2610195	53.5307	6.847383	31.69389
755	7.37309	3.2606187	53.7548	6.848163	31.69398
756	7.36779	3.2603369	53.9759	6.848929	31.69568
757	7.36297	3.2603057	54.2001	6.849520	31.69966
758	7.35856	3.2600553	54.4149	6.850166	31.70089
759	7.35437	3.2599301	54.6330	6.850727	31.70328
760	7.35018	3.2598363	54.8570	6.851274	31.70600
761	7.34620	3.2595608	55.0842	6.851882	31.70657
762	7.34054	3.2592478	55.3021	6.852708	31.70828
763	7.33304	3.2588095	55.5262	6.853810	31.71031
764	7.32383	3.2586218	55.7503	6.854998	31.71662
765	7.31492	3.2587472	55.9591	6.855999	31.72603
766	7.30681	3.2585595	56.1651	6.857056	31.73135
767	7.30011	3.2582215	56.3829	6.858018	31.73375
768	7.29472	3.2580024	56.6163	6.858768	31.73622
769	7.29048	3.2576894	56.8373	6.859426	31.73662
770	7.28394	3.2569757	57.0583	6.860550	31.73481
771	7.27484	3.2566628	57.2826	6.861786	31.73968
772	7.26636	3.2562873	57.5034	6.862978	31.74330
773	7.25925	3.2556364	57.7489	6.864141	31.74268
774	7.25251	3.2549542	58.0212	6.865277	31.74137
775	7.24550	3.2555741	58.2453	6.865817	31.75440
776	7.23819	3.2556368	58.4573	6.866661	31.76170
777	7.23202	3.2551988	58.6906	6.867610	31.76252
778	7.22904	3.2554493	58.9053	6.867848	31.76786
779	7.22768	3.2553867	59.1296	6.868045	31.76833
780	7.22585	3.2548610	59.3626	6.868520	31.76422
781	7.22418	3.2548611	59.5866	6.868724	31.76565
782	7.22047	3.2548299	59.8107	6.869185	31.76862
783	7.21650	3.2545170	60.0379	6.869813	31.76878
784	7.21379	3.2542980	60.2711	6.870246	31.76880
785	7.21060	3.2541730	60.4921	6.870691	31.77027
786	7.20653	3.2538038	60.7374	6.871359	31.76991
787	7.20287	3.2537538	60.9585	6.871823	31.77263
788	7.20047	3.2538979	61.1915	6.872044	31.77628
789	7.19859	3.2537102	61.4216	6.872363	31.77588
790	7.19786	3.2536790	61.6549	6.872470	31.77610
791	7.19697	3.2533661	61.8790	6.872731	31.77343
792	7.19452	3.2533349	62.1090	6.873043	31.77524
793	7.19222	3.2534289	62.3362	6.873276	31.77826
794	7.18940	3.2533351	62.5573	6.873662	31.77974
795	7.18690	3.2529034	62.7873	6.874173	31.77726
796	7.18559	3.2529660	63.0144	6.874303	31.77904
797	7.18491	3.2531226	63.2324	6.874313	31.78125
798	7.18455	3.2529975	63.4505	6.874422	31.78014
799	7.18361	3.2526221	63.6837	6.874720	31.77683
800	7.18105	3.2524344	63.9139	6.875120	31.77704
801	7.17755	3.2520340	64.1560	6.875735	31.77581
802	7.16816	3.2508516	64.3923	6.877430	31.77154
803	7.15580	3.2503575	64.6191	6.879148	31.77745
