Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
182	13.67928	1.9470387	0.7428	6.605517	15.15210
183	13.67965	1.9428132	0.7397	6.606934	15.11611
184	13.68243	1.9469292	0.7428	6.605158	15.14993
185	13.68757	1.9498381	0.7550	6.603504	15.17259
186	13.69129	1.9437976	0.7519	6.605129	15.11989
187	13.69445	1.9454856	0.7459	6.604148	15.13297
188	13.69729	1.9429069	0.7338	6.604682	15.10998
189	13.70213	1.9478621	0.7369	6.602360	15.15010
190	13.70473	1.9543242	0.7460	6.599797	15.20388
191	13.70683	1.9541833	0.7580	6.599581	15.20185
192	13.70733	1.9475649	0.7611	6.601809	15.14553
193	13.70881	1.9406051	0.7368	6.604030	15.08596
194	13.71662	1.9425578	0.7249	6.602373	15.09945
195	13.73131	1.9475439	0.7217	6.598804	15.13593
196	13.73968	1.9563282	0.7339	6.594719	15.20707
197	13.73590	1.9581347	0.7491	6.594569	15.22388
198	13.70733	1.9503804	0.7522	6.600835	15.16940
199	13.69184	1.9446936	0.7432	6.604749	15.12727
200	13.69723	1.9426100	0.7370	6.604793	15.10749
201	13.71606	1.9460847	0.7311	6.601223	15.12955
202	13.72964	1.9517989	0.7371	6.597543	15.17264
203	13.73584	1.9534891	0.7492	6.596182	15.18453
204	13.73460	1.9482059	0.7493	6.598163	15.14025
205	13.73379	1.9425785	0.7372	6.600208	15.09289
206	13.73677	1.9416775	0.7281	6.600145	15.08410
207	13.74693	1.9464233	0.7372	6.597229	15.12030
208	13.75326	1.9491077	0.7524	6.595509	15.14055
209	13.75369	1.9470851	0.7645	6.596153	15.12325
210	13.75419	1.9408912	0.7615	6.598228	15.07062
211	13.75841	1.9379449	0.7403	6.598715	15.04404
212	13.76865	1.9398186	0.7252	6.596783	15.05590
213	13.77324	1.9445264	0.7252	6.594583	15.09394
214	13.77436	1.9467931	0.7313	6.593662	15.11268
215	13.77299	1.9477782	0.7434	6.593493	15.12155
216	13.77020	1.9443701	0.7465	6.595019	15.09380
217	13.77038	1.9416773	0.7465	6.595924	15.07094
218	13.77169	1.9396728	0.7466	6.596452	15.05348
219	13.77311	1.9370706	0.7405	6.597170	15.03091
220	13.77684	1.9358948	0.7345	6.597107	15.01951
221	13.78118	1.9382831	0.7345	6.595739	15.03802
222	13.78559	1.9421355	0.7345	6.593858	15.06888
223	13.78739	1.9435574	0.7436	6.593142	15.08020
224	13.78739	1.9436824	0.7618	6.593099	15.08125
225	13.78752	1.9414846	0.7559	6.593841	15.06262
226	13.78901	1.9369664	0.7527	6.595211	15.02383
227	13.79112	1.9346203	0.7376	6.595754	15.00318
228	13.79385	1.9339649	0.7317	6.595636	14.99658
229	13.79894	1.9387513	0.7256	6.593349	15.03505
230	13.80031	1.9430885	0.7286	6.591684	15.07119
231	13.79907	1.9462405	0.7468	6.590755	15.09833
232	13.79720	1.9464073	0.7771	6.590931	15.10046
233	13.79702	1.9405837	0.7711	6.592960	15.05129
234	13.79770	1.9350259	0.7530	6.594788	15.00404
235	13.79714	1.9298631	0.7318	6.596635	14.96063
236	13.80459	1.9307674	0.7198	6.595388	14.96538
237	13.80950	1.9387825	0.7197	6.592014	15.03120
238	13.80963	1.9459799	0.7319	6.589521	15.09199
239	13.80546	1.9494880	0.7591	6.588835	15.12328
240	13.77640	1.9467723	0.7834	6.593412	15.11169
241	13.74501	1.9333984	0.7805	6.601969	15.01078
242	13.73788	1.9044894	0.7533	6.612850	14.76907
243	13.74588	1.8932969	0.7321	6.615703	14.67148
244	13.76263	1.9160555	0.7170	6.605736	14.85730
245	13.77100	1.9349637	0.7200	6.598161	15.01391
246	13.77206	1.9455737	0.7261	6.594370	15.10326
247	13.75128	1.9478878	0.7443	6.596179	15.13100
248	13.70466	1.9451885	0.7715	6.602966	15.12643
249	13.67117	1.9292039	0.7685	6.612719	15.00403
250	13.66517	1.9184416	0.7625	6.617208	14.91515
251	13.66164	1.9163621	0.7473	6.618374	14.89890
252	13.66220	1.9158021	0.7414	6.618498	14.89394
253	13.66727	1.9134176	0.7353	6.618683	14.87178
254	13.67135	1.9136767	0.7293	6.618077	14.87239
255	13.67284	1.9219957	0.7293	6.615006	14.94229
256	13.66746	1.9366446	0.7415	6.610608	15.06857
257	13.65669	1.9467209	0.7626	6.608469	15.15830
258	13.64853	1.9467939	0.7869	6.609472	15.16213
259	13.63696	1.9279363	0.7839	6.617476	15.00661
260	13.63449	1.9042416	0.7628	6.626016	14.80667
261	13.64964	1.8904731	0.7356	6.628874	14.68428
262	13.68763	1.8900960	0.7083	6.624185	14.66661
263	13.71786	1.9167195	0.7023	6.611151	14.88019
264	13.73075	1.9407195	0.7176	6.601232	15.07834
265	13.72145	1.9505628	0.7570	6.598998	15.16539
266	13.67841	1.9470491	0.8023	6.605623	15.15252
267	13.63703	1.9133245	0.8024	6.622542	14.88267
268	13.60773	1.8910774	0.7692	6.633986	14.70540
269	13.62231	1.8917433	0.7147	6.631902	14.70548
270	13.65849	1.9263986	0.6965	6.615292	14.98520
271	13.67519	1.9422247	0.7087	6.607699	15.11288
272	13.66214	1.9508031	0.7631	6.606368	15.19080
273	13.61521	1.9540899	0.8055	6.611132	15.23728
274	13.58019	1.9219703	0.8146	6.626729	14.97809
275	13.55976	1.9047647	0.7875	6.635315	14.83991
276	13.56581	1.9058567	0.7331	6.634166	14.84686
277	13.60446	1.9248825	0.7087	6.622644	14.99338
278	13.62800	1.9449493	0.7178	6.612697	15.15456
279	13.63128	1.9507250	0.7270	6.610278	15.20234
280	13.62534	1.9520499	0.7664	6.610565	15.21593
281	13.61323	1.9424543	0.7726	6.615426	15.13917
282	13.60792	1.9286899	0.7635	6.620883	15.02435
283	13.60106	1.9242075	0.7454	6.623309	14.98897
284	13.60483	1.9221414	0.7303	6.623551	14.96997
285	13.61465	1.9247059	0.7303	6.621417	14.98791
286	13.62429	1.9304930	0.7333	6.618188	15.03326
287	13.62924	1.9330143	0.7394	6.616687	15.05273
288	13.63171	1.9331495	0.7394	6.616328	15.05291
289	13.63295	1.9367177	0.7516	6.614933	15.08271
290	13.63140	1.9384557	0.7667	6.614524	15.09807
291	13.62615	1.9365096	0.7728	6.615863	15.08361
292	13.62231	1.9290067	0.7699	6.618954	15.02141
293	13.62293	1.9218818	0.7639	6.621352	14.96071
294	13.62738	1.9207246	0.7517	6.621191	14.94917
295	13.63789	1.9245240	0.7487	6.618543	14.97731
296	13.64457	1.9308152	0.7548	6.615516	15.02807
297	13.64543	1.9338983	0.7640	6.614337	15.05389
298	13.64395	1.9318548	0.7761	6.615233	15.03713
299	13.64407	1.9255158	0.7640	6.617418	14.98331
300	13.64599	1.9207659	0.7458	6.618824	14.94229
301	13.64816	1.9196037	0.7277	6.618954	14.93160
302	13.65669	1.9252768	0.7217	6.615907	14.97638
303	13.66189	1.9321302	0.7399	6.612875	15.03246
304	13.66368	1.9384764	0.7611	6.610448	15.08559
305	13.66275	1.9388303	0.7793	6.610443	15.08895
306	13.65935	1.9327074	0.7672	6.612995	15.03834
307	13.65960	1.9281648	0.7582	6.614539	14.99973
308	13.65824	1.9293911	0.7612	6.614285	15.01066
309	13.65490	1.9366655	0.7673	6.612183	15.07366
310	13.65106	1.9399027	0.7705	6.611544	15.10264
311	13.64704	1.9369413	0.7795	6.613078	15.07908
312	13.64500	1.9293652	0.7735	6.615965	15.01560
313	13.64401	1.9261026	0.7675	6.617222	14.98831
314	13.64513	1.9246382	0.7675	6.617590	14.97546
315	13.65255	1.9240462	0.7554	6.616858	14.96755
316	13.66115	1.9240047	0.7554	6.615787	14.96386
317	13.66715	1.9266946	0.7555	6.614096	14.98432
318	13.66900	1.9295677	0.7616	6.612866	15.00796
319	13.66795	1.9272452	0.7646	6.613804	14.98868
320	13.66851	1.9213418	0.7555	6.615780	14.93843
321	13.67148	1.9164346	0.7527	6.617106	14.89570
322	13.68095	1.9145630	0.7405	6.616558	14.87619
323	13.70163	1.9140912	0.7344	6.614109	14.86421
324	13.71836	1.9139926	0.7437	6.612031	14.85692
325	13.72809	1.9142258	0.7526	6.610723	14.85514
326	13.73360	1.9141998	0.7588	6.610036	14.85279
327	13.73726	1.9136401	0.7650	6.609768	14.84665
328	13.74197	1.9134638	0.7648	6.609234	14.84334
329	13.74179	1.9129663	0.7680	6.609430	14.83921
330	13.74080	1.9119041	0.7651	6.609922	14.83061
331	13.74154	1.9099563	0.7621	6.610500	14.81386
332	13.74272	1.9062541	0.7590	6.611630	14.78212
333	13.74507	1.9030613	0.7499	6.612435	14.75425
334	13.74979	1.9007596	0.7529	6.612634	14.73300
335	13.75481	1.9000304	0.7590	6.612251	14.72492
336	13.75822	1.8979521	0.7621	6.612537	14.70607
337	13.75928	1.8831982	0.7742	6.617493	14.58116
338	13.76064	1.8466250	0.7622	6.629933	14.27248
339	13.77169	1.7986214	0.7289	6.645067	13.86506
340	13.78156	1.7842772	0.7109	6.648742	13.74125
341	13.78454	1.8476701	0.7200	6.626533	14.27244
342	13.78696	1.8699472	0.7502	6.618554	14.45905
343	13.76641	1.8729214	0.7685	6.620133	14.49182
344	13.68844	1.8641636	0.7806	6.633061	14.44722
345	13.63746	1.8449557	0.7746	6.646220	14.30411
346	13.62435	1.8274453	0.7655	6.653976	14.16117
347	13.60446	1.8244387	0.7504	6.657571	14.14312
348	13.59377	1.8367106	0.7444	6.654674	14.25069
349	13.60063	1.8598953	0.7414	6.645734	14.44413
350	13.59371	1.8893688	0.7536	6.636362	14.69629
351	13.48384	1.9692376	0.7657	6.622400	15.41876
352	13.30373	1.9672929	0.7717	6.645868	15.47471
353	13.18704	1.8906618	0.7718	6.687945	14.86414
354	13.11086	1.8678478	0.7567	6.705909	14.69815
355	13.02384	1.9001642	0.7386	6.705607	15.00964
356	12.96851	1.9976047	0.7386	6.677716	15.87378
357	12.91363	2.1141434	0.7355	6.642675	16.91165
358	12.81529	2.2071767	0.7569	6.621303	17.77248
359	12.69534	2.2391462	0.7629	6.624563	18.11138
360	12.61646	2.1499217	0.7691	6.667063	17.36004
361	12.58990	2.0327728	0.7599	6.713413	16.34118
362	12.55641	1.9998416	0.7630	6.729827	16.06678
363	12.52959	1.9747340	0.7570	6.742538	15.85813
364	12.57453	2.0156786	0.7480	6.721667	16.19787
365	12.60733	2.1248195	0.7540	6.677420	17.14285
366	12.60120	2.2544757	0.7661	6.630637	18.29249
367	12.58804	2.2970403	0.7784	6.616650	18.67721
368	12.55274	2.2416877	0.7905	6.641358	18.20233
369	12.54099	2.1103868	0.7724	6.691139	17.04558
370	12.53661	2.0893514	0.7633	6.699438	16.86207
371	12.51628	2.2049506	0.7482	6.659436	17.89365
372	12.50208	2.3055825	0.7391	6.624117	18.79597
373	12.46932	2.3584139	0.7452	6.608660	19.28476
374	12.42600	2.3847936	0.7574	6.604213	19.54358
375	12.39893	2.3928215	0.7604	6.604550	19.62976
376	12.38847	2.3612292	0.7664	6.617539	19.35141
377	12.39481	2.2594177	0.7725	6.654501	18.43687
378	12.40102	2.1846456	0.7575	6.681441	17.76777
379	12.39391	2.1723783	0.7334	6.686888	17.66208
380	12.41285	2.3016446	0.7182	6.636609	18.80526
381	12.42989	2.3950911	0.7242	6.599929	19.63404
382	12.42547	2.4093086	0.7516	6.595210	19.76409
383	12.39923	2.4128342	0.7729	6.597100	19.80956
384	12.35611	2.3505055	0.7942	6.625498	19.27172
385	12.33666	2.2053595	0.7941	6.681868	17.98270
386	12.32062	2.0782918	0.7669	6.731199	16.86089
387	12.36304	2.0518147	0.7427	6.735583	16.60782
388	12.48243	2.1468473	0.7276	6.685130	17.39450
389	12.57429	2.2833221	0.7307	6.623384	18.56194
390	12.58618	2.3758317	0.7457	6.587968	19.38074
391	12.53589	2.3863562	0.7640	6.590228	19.50074
392	12.47112	2.3068464	0.7793	6.627477	18.82267
393	12.43755	2.2114095	0.7671	6.666931	17.98844
394	12.40311	2.1979242	0.7520	6.676255	17.88487
395	12.39863	2.2270550	0.7399	6.666020	18.14638
396	12.41602	2.2967881	0.7369	6.638015	18.76025
397	12.41375	2.3622862	0.7461	6.614044	19.34793
398	12.40180	2.3826948	0.7461	6.607951	19.53729
399	12.37892	2.3733915	0.7582	6.614201	19.46555
400	12.36841	2.3172693	0.7583	6.636320	18.96738
401	12.37122	2.2744264	0.7493	6.651874	18.58254
402	12.35904	2.2894692	0.7463	6.647804	18.72313
403	12.34329	2.3682491	0.7494	6.620484	19.43774
404	12.33171	2.3806919	0.7584	6.617279	19.55564
405	12.32134	2.3251454	0.7584	6.639218	19.06178
406	12.31556	2.2696726	0.7463	6.660584	18.56747
407	12.31287	2.2679935	0.7373	6.661544	18.55377
408	12.33523	2.3297290	0.7434	6.635794	19.09588
409	12.35420	2.3887091	0.7464	6.611545	19.61608
410	12.36256	2.4103850	0.7616	6.602477	19.80680
411	12.35373	2.3868100	0.7678	6.612309	19.59924
412	12.35576	2.3420118	0.7769	6.628696	19.19567
413	12.36017	2.3094802	0.7557	6.640232	18.90174
414	12.35068	2.3007408	0.7435	6.644655	18.82821
415	12.34251	2.3023345	0.7376	6.645077	18.84657
416	12.34698	2.3308642	0.7407	6.633920	19.10011
417	12.35206	2.3936716	0.7407	6.609965	19.66186
418	12.34472	2.4263812	0.7557	6.598712	19.96035
419	12.32134	2.4348405	0.7712	6.598412	20.04908
420	12.29297	2.4092088	0.7832	6.611411	19.83283
421	12.28749	2.3468241	0.7742	6.635329	19.27378
422	12.28457	2.3106403	0.7470	6.649179	18.95015
423	12.28856	2.3304770	0.7319	6.641289	19.12630
424	12.32027	2.4018891	0.7258	6.610798	19.75250
425	12.33350	2.4512655	0.7441	6.590829	20.19087
426	12.35910	2.4622164	0.7533	6.583662	20.27599
427	12.37080	2.4396504	0.7896	6.590617	20.06612
428	12.36644	2.3566631	0.7926	6.621941	19.32172
429	12.36363	2.2909555	0.7592	6.646681	18.73414
430	12.36901	2.2525942	0.7383	6.660254	18.38856
431	12.38949	2.3322930	0.7200	6.628141	19.09138
432	12.41315	2.4135125	0.7262	6.595153	19.80836
433	12.42056	2.4340299	0.7566	6.586660	19.98904
434	12.43444	2.4091069	0.8018	6.594193	19.75756
435	12.49495	2.3323532	0.8081	6.615128	19.03859
436	12.52366	2.2857866	0.7628	6.628743	18.60878
437	12.53979	2.2926446	0.7324	6.624223	18.66192
438	12.55478	2.3498207	0.7293	6.601353	19.16440
439	12.57561	2.3709491	0.7416	6.591048	19.34253
440	12.59369	2.3712722	0.7597	6.588725	19.33616
441	12.60354	2.3566613	0.7660	6.592880	19.20071
442	12.60847	2.3349289	0.7537	6.600243	19.00444
443	12.61219	2.3302364	0.7418	6.601506	18.96076
444	12.61592	2.3477932	0.7449	6.594617	19.11535
445	12.62373	2.3696952	0.7509	6.585642	19.30674
446	12.64406	2.3594415	0.7571	6.586917	19.20494
447	12.67487	2.3544760	0.7661	6.584975	19.14509
448	12.69462	2.3509529	0.7662	6.583853	19.10375
449	12.70058	2.3465544	0.7601	6.584730	19.06161
450	12.69920	2.3470874	0.7450	6.584704	19.06706
451	12.70076	2.3529752	0.7421	6.582366	19.11865
452	12.70745	2.3524251	0.7512	6.581751	19.11038
453	12.71758	2.3408441	0.7724	6.584738	19.00230
454	12.73042	2.3413599	0.7786	6.582984	19.00044
455	12.73982	2.3298699	0.7694	6.586019	18.89369
456	12.74845	2.3179187	0.7483	6.589313	18.78335
457	12.74561	2.3175207	0.7394	6.589805	18.78122
458	12.73596	2.3221546	0.7423	6.589299	18.82713
459	12.73174	2.3222984	0.7605	6.589763	18.83050
460	12.73078	2.3199203	0.7545	6.590747	18.80987
461	12.73048	2.3152328	0.7485	6.592491	18.76842
462	12.72981	2.3146913	0.7486	6.592770	18.76394
463	12.72867	2.3148736	0.7396	6.592844	18.76613
464	12.72849	2.3163601	0.7426	6.592324	18.77941
465	12.72885	2.3251146	0.7457	6.589091	18.85694
466	12.73096	2.3269522	0.7639	6.588164	18.87220
467	12.73391	2.3187702	0.7700	6.590783	18.79810
468	12.73500	2.3062263	0.7609	6.595217	18.68629
469	12.73820	2.2938769	0.7459	6.599321	18.57524
470	12.75261	2.2948628	0.7428	6.597192	18.57691
471	12.77428	2.2981577	0.7519	6.593335	18.59547
472	12.79378	2.2948404	0.7582	6.592148	18.55655
473	12.80635	2.2968513	0.7673	6.589878	18.56820
474	12.81299	2.2916349	0.7551	6.590955	18.51881
475	12.83354	2.2872038	0.7339	6.590040	18.46963
476	12.86276	2.2857126	0.7280	6.586998	18.44226
477	12.88697	2.2855694	0.7372	6.584083	18.42924
478	12.90393	2.2837706	0.7402	6.582656	18.40515
479	12.91393	2.2818075	0.7523	6.582140	18.38300
480	12.92175	2.2805320	0.7494	6.581643	18.36798
481	12.92502	2.2792074	0.7524	6.581720	18.35472
482	12.93011	2.2779709	0.7433	6.581542	18.34137
483	12.94012	2.2788775	0.7556	6.579990	18.34453
484	12.95110	2.2887328	0.7950	6.575098	18.42603
485	12.95461	2.2927132	0.8676	6.573236	18.45937
486	12.94782	2.3005158	0.9616	6.571257	18.53142
487	12.91351	2.3095424	1.1069	6.572190	18.62779
488	12.76595	2.4033580	1.2676	6.556124	19.53375
489	12.55214	2.4507791	1.4310	6.564584	20.06959
