"Date"	"Time"	"Temperature....C."
"07/14/13"	"08:29:57.0"	12.45
"07/14/13"	"09:29:57.0"	12.61
"07/14/13"	"10:29:57.0"	13.38
"07/14/13"	"11:29:57.0"	13.69
"07/14/13"	"12:29:57.0"	13.99
"07/14/13"	"13:29:57.0"	13.99
"07/14/13"	"14:29:57.0"	14.46
"07/14/13"	"15:29:57.0"	15.57
"07/14/13"	"16:29:57.0"	5.46
"07/14/13"	"17:29:57.0"	5.46
"07/14/13"	"18:29:57.0"	5.46
"07/14/13"	"19:29:57.0"	5.46
"07/14/13"	"20:29:57.0"	5.46
"07/14/13"	"21:29:57.0"	5.3
"07/14/13"	"22:29:57.0"	5.46
"07/14/13"	"23:29:57.0"	5.3
"07/15/13"	"00:29:57.0"	5.3
"07/15/13"	"01:29:57.0"	5.46
"07/15/13"	"02:29:57.0"	5.46
"07/15/13"	"03:29:57.0"	5.3
"07/15/13"	"04:29:57.0"	5.3
"07/15/13"	"05:29:57.0"	5.46
"07/15/13"	"06:29:57.0"	5.46
"07/15/13"	"07:29:57.0"	5.61
"07/15/13"	"08:29:57.0"	5.46
"07/15/13"	"09:29:57.0"	5.46
"07/15/13"	"10:29:57.0"	5.46
"07/15/13"	"11:29:57.0"	5.3
"07/15/13"	"12:29:57.0"	13.69
"07/15/13"	"13:29:57.0"	14.46
"07/15/13"	"14:29:57.0"	16.2
"07/15/13"	"15:29:57.0"	5.93
"07/15/13"	"16:29:57.0"	5.93
"07/15/13"	"17:29:57.0"	5.61
"07/15/13"	"18:29:57.0"	5.77
"07/15/13"	"19:29:57.0"	5.77
"07/15/13"	"20:29:57.0"	6.08
"07/15/13"	"21:29:57.0"	6.24
"07/15/13"	"22:29:57.0"	6.71
"07/15/13"	"23:29:57.0"	6.4
"07/16/13"	"00:29:57.0"	6.56
"07/16/13"	"01:29:57.0"	6.08
"07/16/13"	"02:29:57.0"	5.93
"07/16/13"	"03:29:57.0"	5.93
"07/16/13"	"04:29:57.0"	5.77
"07/16/13"	"05:29:57.0"	5.93
"07/16/13"	"06:29:57.0"	5.93
"07/16/13"	"07:29:57.0"	6.08
"07/16/13"	"08:29:57.0"	12.14
"07/16/13"	"09:29:57.0"	12.76
"07/16/13"	"10:29:57.0"	13.07
"07/16/13"	"11:29:57.0"	13.38
"07/16/13"	"12:29:57.0"	14.15
"07/16/13"	"13:29:57.0"	14.62
"07/16/13"	"14:29:57.0"	14.77
"07/16/13"	"15:29:57.0"	15.88
"07/16/13"	"16:29:57.0"	5.14
"07/16/13"	"17:29:57.0"	5.14
"07/16/13"	"18:29:57.0"	5.14
"07/16/13"	"19:29:57.0"	5.14
"07/16/13"	"20:29:57.0"	5.14
"07/16/13"	"21:29:57.0"	5.14
"07/16/13"	"22:29:57.0"	5.14
"07/16/13"	"23:29:57.0"	5.14
"07/17/13"	"00:29:57.0"	5.14
"07/17/13"	"01:29:57.0"	5.14
"07/17/13"	"02:29:57.0"	5.14
"07/17/13"	"03:29:57.0"	5.14
"07/17/13"	"04:29:57.0"	5.14
"07/17/13"	"05:29:57.0"	5.14
"07/17/13"	"06:29:57.0"	5.14
"07/17/13"	"07:29:57.0"	5.14
"07/17/13"	"08:29:57.0"	5.14
"07/17/13"	"09:29:57.0"	5.14
"07/17/13"	"10:29:57.0"	14.31
"07/17/13"	"11:29:57.0"	16.52
