Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
187	8.27578	2.9655798	0.5258	6.875965	27.83178
188	8.28168	2.9657550	0.5287	6.875158	27.82893
189	8.28624	2.9648969	0.5228	6.874989	27.81644
190	8.29160	2.9642081	0.5137	6.874642	27.80508
191	8.29826	2.9645101	0.5198	6.873684	27.80294
192	8.30426	2.9650719	0.5108	6.872686	27.80402
193	8.31033	2.9658876	0.5138	6.871566	27.80766
194	8.31725	2.9669089	0.5139	6.870247	27.81276
195	8.32504	2.9675313	0.5170	6.869004	27.81305
196	8.33245	2.9678214	0.5260	6.867960	27.81019
197	8.34007	2.9682686	0.5230	6.866817	27.80880
198	8.34738	2.9687702	0.5230	6.865690	27.80822
199	8.35468	2.9691389	0.5262	6.864623	27.80626
200	8.36178	2.9697797	0.5322	6.863459	27.80728
201	8.36860	2.9709949	0.5260	6.862066	27.81445
202	8.37441	2.9718657	0.5231	6.860956	27.81887
203	8.37812	2.9712609	0.5171	6.860776	27.80970
204	8.38193	2.9708436	0.5142	6.860497	27.80238
205	8.38763	2.9708557	0.5140	6.859791	27.79801
206	8.39366	2.9712003	0.5111	6.858894	27.79682
207	8.39968	2.9717021	0.5142	6.857926	27.79725
208	8.40592	2.9722584	0.5172	6.856907	27.79807
209	8.41222	2.9724156	0.5172	6.856063	27.79473
210	8.41851	2.9726817	0.5233	6.855170	27.79251
211	8.42454	2.9738550	0.5324	6.853898	27.79986
212	8.43008	2.9753794	0.5202	6.852525	27.81122
213	8.43218	2.9752342	0.5234	6.852334	27.80807
214	8.43164	2.9744780	0.5173	6.852743	27.80069
215	8.43380	2.9729476	0.5204	6.853174	27.78321
216	8.43864	2.9719981	0.5174	6.853011	27.76961
217	8.44198	2.9718348	0.5144	6.852675	27.76530
218	8.44484	2.9725060	0.5174	6.852021	27.76997
219	8.44904	2.9735402	0.5206	6.851036	27.77732
220	8.45518	2.9746169	0.5236	6.849796	27.78359
221	8.46169	2.9755909	0.5267	6.848555	27.78849
222	8.46611	2.9761535	0.5329	6.847759	27.79081
223	8.46794	2.9752641	0.5267	6.847938	27.78021
224	8.47075	2.9742236	0.5267	6.848066	27.76728
225	8.47640	2.9740178	0.5298	6.847466	27.76071
226	8.48196	2.9745320	0.5238	6.846554	27.76164
227	8.48724	2.9745198	0.5178	6.845912	27.75737
228	8.49274	2.9742838	0.5238	6.845346	27.75061
229	8.49775	2.9748403	0.5209	6.844480	27.75240
230	8.50309	2.9754695	0.5148	6.843542	27.75469
231	8.50832	2.9756025	0.5209	6.842842	27.75194
