Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
807	7.68897	2.8274765	10.8601	7.014403	26.84824
808	7.68791	2.8279278	11.0931	7.014329	26.85368
809	7.68707	2.8279516	11.3297	7.014431	26.85449
810	7.68469	2.8305940	11.5962	7.013489	26.88387
811	7.67993	2.8319958	11.8355	7.013440	26.90211
812	7.67507	2.8327562	12.0871	7.013708	26.91372
813	7.67011	2.8334573	12.3263	7.014018	26.92480
814	7.66609	2.8342476	12.5536	7.014164	26.93609
815	7.66335	2.8354302	12.7895	7.013960	26.95050
816	7.66192	2.8368388	13.0046	7.013478	26.96627
817	7.66282	2.8379623	13.2168	7.012834	26.97726
818	7.66493	2.8389194	13.4046	7.012111	26.98558
819	7.66673	2.8398529	13.6227	7.011442	26.99388
820	7.66932	2.8407271	13.8227	7.010699	27.00095
821	7.67222	2.8430942	14.0495	7.009207	27.02340
822	7.67476	2.8452122	14.2680	7.007881	27.04353
823	7.67655	2.8480689	14.5192	7.006301	27.07196
824	7.67771	2.8497655	14.7646	7.005352	27.08873
825	7.67761	2.8510100	15.0099	7.004780	27.10175
826	7.67513	2.8518319	15.2613	7.004713	27.11220
827	7.67138	2.8519987	15.5005	7.005119	27.11677
828	7.66615	2.8518321	15.7430	7.005872	27.11899
829	7.66097	2.8519990	15.9609	7.006460	27.12468
830	7.65828	2.8524815	16.1730	7.006580	27.13175
831	7.65822	2.8533332	16.3761	7.006186	27.14064
832	7.66123	2.8540123	16.5727	7.005482	27.14534
833	7.66752	2.8561929	16.7877	7.003647	27.16321
834	7.67713	2.8575277	17.0029	7.001788	27.16962
835	7.68696	2.8590177	17.2332	6.999829	27.17748
836	7.69859	2.8613606	17.5209	6.997239	27.19284
837	7.71059	2.8634359	17.7633	6.994729	27.20512
838	7.72407	2.8678207	17.9844	6.990939	27.24042
839	7.73793	2.8758692	18.2418	6.985376	27.31375
840	7.75296	2.8817376	18.4660	6.980699	27.36333
841	7.75794	2.8881311	18.6871	6.977055	27.42627
842	7.75312	2.8941407	18.9020	6.974836	27.49291
843	7.74529	2.9011439	19.1201	6.972528	27.57238
844	7.73455	2.9053225	19.3232	6.971919	27.62460
845	7.72402	2.9083994	19.5352	6.971801	27.66513
846	7.71662	2.9107995	19.7594	6.971608	27.69610
847	7.70842	2.9132963	19.9835	6.971468	27.72872
848	7.69594	2.9155298	20.1894	6.971993	27.76202
